Title,Year,Standardized Title
"Percutaneous Hemodialysis Access Creation, Maintenance And Salvage",2020,"percutaneous hemodialysis access creation, maintenance and salvage"
Anterior Spine Exposures,2020,anterior spine exposures
Intraoperative EEG Changes During TCAR Are More Frequent Than Previously Reported,2020,intraoperative eeg changes during tcar are more frequent than previously reported
Natural History Of Late Type 1a Endoleaks,2020,natural history of late type 1a endoleaks
A Significant Proportion Of Current United States EVAR Practice Fails To Meet SVS Clinical Practice Guideline Recommended AAA Diameter Treatment Thresholds,2020,a significant proportion of current united states evar practice fails to meet svs clinical practice guideline recommended aaa diameter treatment thresholds
"The Impact Of Completion And Follow-Up Endoleaks On Survival, Reintervention And Rupture",2020,"the impact of completion and follow-up endoleaks on survival, reintervention and rupture"
The Medical Resource Utilization And Financial Impact Of Infection On Venous Leg Ulcers,2020,the medical resource utilization and financial impact of infection on venous leg ulcers
Utility of a Disease-Specific Approach to TBAD—Real-World Application and Disease Management Strategies,2020,utility of a disease-specific approach to tbad—real-world application and disease management strategies
The New Treo Abdominal Stent-Graft by Terumo Aortic—Introduction to the NESVS,2020,the new treo abdominal stent-graft by terumo aortic—introduction to the nesvs
The Degree Of Oversizing In Endovascular Aortic Aneurysm Repair,2020,the degree of oversizing in endovascular aortic aneurysm repair
Contemporary Intermittent Claudication Treatment Patterns In The Commercially Insured Nonmedicare Population,2020,contemporary intermittent claudication treatment patterns in the commercially insured nonmedicare population
Effects Of Dual Antiplatelet Therapy On Graft Patency After Lower Extremity Bypass,2020,effects of dual antiplatelet therapy on graft patency after lower extremity bypass
The Role Of Transfemoral Carotid Artery Stenting With Proximal Balloon Occlusion Embolic Protection In The Contemporary Endovascular Management Of Carotid Artery Stenosis,2020,the role of transfemoral carotid artery stenting with proximal balloon occlusion embolic protection in the contemporary endovascular management of carotid artery stenosis
Simultaneous Treatment Of Common Carotid Lesions Increases The Risk Of Stroke And Death After Carotid Artery Stenting,2020,simultaneous treatment of common carotid lesions increases the risk of stroke and death after carotid artery stenting
Long-Term Outcomes Of Flared Limbs In Aneurysmal Iliac Arteries,2020,long-term outcomes of flared limbs in aneurysmal iliac arteries
Similar Five-Year Outcomes Between Patients With And Without Hostile Proximal Neck Anatomy Following Abdominal Aortic Aneurysm Repair With The Ovation Stent Graft Platform,2020,similar five-year outcomes between patients with and without hostile proximal neck anatomy following abdominal aortic aneurysm repair with the ovation stent graft platform
"Primary Venous Leiomyosarcoma Resection, IVC Reconstruction",2020,"primary venous leiomyosarcoma resection, ivc reconstruction"
Transcarotid Artery Revascularization Versus Carotid Endarterectomy And Transfemoral Stenting In Octogenarians,2020,transcarotid artery revascularization versus carotid endarterectomy and transfemoral stenting in octogenarians
The Effect Of Thoracoabdominal Aortic Aneurysm Extent On Outcomes In Patients Undergoing Fenestrated/Branched Endovascular Aortic Repair,2020,the effect of thoracoabdominal aortic aneurysm extent on outcomes in patients undergoing fenestrated/branched endovascular aortic repair
3-Vessel Fenestrated Repair Of 6cm Thoracoabdominal Aortic Aneurysm After A Chronic Type B Dissection,2020,3-vessel fenestrated repair of 6cm thoracoabdominal aortic aneurysm after a chronic type b dissection
Stress Testing Prior To Abdominal Aortic Aneurysm Repair Does Not Prevent Postoperative Cardiac Events,2020,stress testing prior to abdominal aortic aneurysm repair does not prevent postoperative cardiac events
"A Multicenter, Prospective Randomized Trial Of Negative Pressure Wound Therapy For Infrainguinal Revascularization Groin Incisions",2020,"a multicenter, prospective randomized trial of negative pressure wound therapy for infrainguinal revascularization groin incisions"
Rise to the Challenge,2020,rise to the challenge
"Shockwave IVL for Calcified BTK, CFA and Iliac Disease ",2020,"shockwave ivl for calcified btk, cfa and iliac disease "
GORE® EXCLUDER® Conformable AAA Endoprosthesis: Clinical Trial Update and Early Experience,2020,gore® excluder® conformable aaa endoprosthesis: clinical trial update and early experience
Off Label Use Of EVAR Devices Is Associated With Adverse Outcomes And Should Be Avoided,2020,off label use of evar devices is associated with adverse outcomes and should be avoided
Long-Term Tunneled Dialysis Catheters Use Is Not Associated With Mortality But Is Associated With Increased Morbidity,2020,long-term tunneled dialysis catheters use is not associated with mortality but is associated with increased morbidity
Comparative Analysis Of Open Abdominal Aortic Aneurysm Repair Outcomes Across National Registries,2020,comparative analysis of open abdominal aortic aneurysm repair outcomes across national registries
Occupational And Patient Radiation Dose Reduction With A Reduced Frame Rate And Roentgen Protocol Utilizing Fixed Imaging,2020,occupational and patient radiation dose reduction with a reduced frame rate and roentgen protocol utilizing fixed imaging
Short And Long-Term Outcomes After Concurrent Splenectomy For Thoracoabdominal Aortic Aneurysm Repair,2020,short and long-term outcomes after concurrent splenectomy for thoracoabdominal aortic aneurysm repair
Trends In General Surgery Operative Experience For The Integrated Vascular Surgery Resident,2020,trends in general surgery operative experience for the integrated vascular surgery resident
Characteristics And Outcomes Of Ruptured Abdominal Aortic Aneurysms Below The Size Threshold For Elective Repair,2020,characteristics and outcomes of ruptured abdominal aortic aneurysms below the size threshold for elective repair
Six-Year Outcomes Of The Endologix AFX1 Endovascular AAA System: A Single Center Experience,2020,six-year outcomes of the endologix afx1 endovascular aaa system: a single center experience
Procedure-Associated Costs And Mid-Term Outcomes Of Endovascular Zone 0 And Zone 1 Aortic Arch Repair,2020,procedure-associated costs and mid-term outcomes of endovascular zone 0 and zone 1 aortic arch repair
Patients Undergoing Interventions For Intermittent Claudication In States That Increased Cigarette Tax Are Less Likely To Actively Smoke,2020,patients undergoing interventions for intermittent claudication in states that increased cigarette tax are less likely to actively smoke
Unconscious Bias ,2020,unconscious bias 
Non-Invasive Vascular Laboratory,2019,non-invasive vascular laboratory
Ultrasound Physics And Instrumentation,2019,ultrasound physics and instrumentation
Duplex For Extracranial Cerebrovascular Disease,2019,duplex for extracranial cerebrovascular disease
Transcranial Doppler,2019,transcranial doppler
Peripheral Arterial Disease (Duplex And Physiologic Testing),2019,peripheral arterial disease (duplex and physiologic testing)
Venous Disease Vascular Laboratory Studies,2019,venous disease vascular laboratory studies
The Vascular Lab And Hemodialysis Access,2019,the vascular lab and hemodialysis access
Update On Vascular Lab Coding,2019,update on vascular lab coding
Current Status Of Duplex Scanning After EVAR,2019,current status of duplex scanning after evar
Pelvic Venous Congestion And The Vascular Lab,2019,pelvic venous congestion and the vascular lab
Fundamentals Of IVUS,2019,fundamentals of ivus
Vascular Lab Imaging In TOS,2019,vascular lab imaging in tos
Abdominal/Visceral Vascular Laboratory Studies,2019,abdominal/visceral vascular laboratory studies
"Evolution In The Presentation, Treatment And Outcomes Of Patients With Acute Mesenteric Ischemia",2019,"evolution in the presentation, treatment and outcomes of patients with acute mesenteric ischemia"
The Evolution Of The Financial Delivery Of EVR In Contemporary Practice,2019,the evolution of the financial delivery of evr in contemporary practice
Unplanned And Planned Shunting During Carotid Endarterectomy After Acute Stroke Is Associated With Increased Risk Of Perioperative Stroke,2019,unplanned and planned shunting during carotid endarterectomy after acute stroke is associated with increased risk of perioperative stroke
Staged Endovascular Exclusion And Open Resection Of Aberrant Pulmonary Artery Aneurysm Due To Pulmonary Sequestration,2019,staged endovascular exclusion and open resection of aberrant pulmonary artery aneurysm due to pulmonary sequestration
"Interventions For Claudication Offer Low Morbidity, Yet Patients May Still Experience Limb Loss And Worsening Functional Status",2019,"interventions for claudication offer low morbidity, yet patients may still experience limb loss and worsening functional status"
Evolution Of Fenestrated/Branched Aortic Aneurysm Repair Complexity And Outcomes At An Organized Center For The Treatment Of Complex Aortic Disease,2019,evolution of fenestrated/branched aortic aneurysm repair complexity and outcomes at an organized center for the treatment of complex aortic disease
1he Vascular Quality Initiative: Innovation and Inspiration from New England,2019,1he vascular quality initiative: innovation and inspiration from new england
Lumbar Drain Complications In Patients Undergoing Fenestrated/Branched Endovascular Aortic Aneurysm Repair,2019,lumbar drain complications in patients undergoing fenestrated/branched endovascular aortic aneurysm repair
Inhibition Of The Akt1-mTORC1 Axis Alters Venous Remodeling To Improve Arteriovenous Fistula Patency,2019,inhibition of the akt1-mtorc1 axis alters venous remodeling to improve arteriovenous fistula patency
Comparison Of Endologix Endografts Made With Strata Fabric Versus Intuitrak And Duraply Fabrics,2019,comparison of endologix endografts made with strata fabric versus intuitrak and duraply fabrics
NuSpun-Vascular Graft: Using Nanotechnology That Mimics Nature For Hemodialysis Access,2019,nuspun-vascular graft: using nanotechnology that mimics nature for hemodialysis access
Hostile Neck Anatomy Is Associated With Higher Perioperative Type Ia Endoleaks And Lower Long-Term Survival After Elective Endovascular Aneurysm Repair,2019,hostile neck anatomy is associated with higher perioperative type ia endoleaks and lower long-term survival after elective endovascular aneurysm repair
Long-Term Outcomes Of Mesenteric Stenting And Analysis Of In-Stent Restenosis Duplex Criteria,2019,long-term outcomes of mesenteric stenting and analysis of in-stent restenosis duplex criteria
Reimbursement For Endovascular Abdominal Aortic Aneurysm Treatment In The Vascular Quality Initiative,2019,reimbursement for endovascular abdominal aortic aneurysm treatment in the vascular quality initiative
Evolving Endovascular Techniques In The Treatment Of Extracranial Carotid Artery Aneurysms,2019,evolving endovascular techniques in the treatment of extracranial carotid artery aneurysms
Use Of A Custom Made 4 Vessel Fenestrated Endograft To Repair An Enlarging Juxtarenal Aneurysm With Type Ia Endoleak After Prior Zfen Repair,2019,use of a custom made 4 vessel fenestrated endograft to repair an enlarging juxtarenal aneurysm with type ia endoleak after prior zfen repair
THE BEST-CLI TRIAL UPDATE ,2019,the best-cli trial update 
CLINICAL RESEARCH UPDATE,2019,clinical research update
Where Do Innovations Come From?,2019,where do innovations come from?
The Impact Of Vascular Quality Initiative Surgeon Volume On Mortality Following Open Abdominal Aortic Aneurysm Repair In The Modern Era,2019,the impact of vascular quality initiative surgeon volume on mortality following open abdominal aortic aneurysm repair in the modern era
The Influence Of Surgeon Experience On Patient Selection And Outcomes After Open AAA Repair,2019,the influence of surgeon experience on patient selection and outcomes after open aaa repair
Neuraxial Anesthesia For Hybrid Lower Extremity Revascularization Is Associated With Reduced Perioperative Morbidity,2019,neuraxial anesthesia for hybrid lower extremity revascularization is associated with reduced perioperative morbidity
1he Value of the Vascular Surgeon ,2019,1he value of the vascular surgeon 
"Academics, Administration, Available, or Abandonment- What Happens over Time in a Vascular Surgeon's Career",2019,"academics, administration, available, or abandonment- what happens over time in a vascular surgeon's career"
WOMEN IN VASCULAR SURGERY,2019,women in vascular surgery
EVAR Has Surpassed Open Repair As The Primary Treatment Modality For Ruptured Abdominal Aortic Aneurysm In The United States Of America And Is Associated With Improved Mortality,2019,evar has surpassed open repair as the primary treatment modality for ruptured abdominal aortic aneurysm in the united states of america and is associated with improved mortality
Lessons Learned Over A 30-Year Experience With Combined CABG/CEA,2019,lessons learned over a 30-year experience with combined cabg/cea
Perioperative And Long-Term Outcomes Of Percutaneous AV Graft Thrombectomy,2019,perioperative and long-term outcomes of percutaneous av graft thrombectomy
Mortality For Endovascular Versus Open Repair For Ruptured Complex Abdominal Aortic Aneurysms: A Propensity-Weighted Analysis,2019,mortality for endovascular versus open repair for ruptured complex abdominal aortic aneurysms: a propensity-weighted analysis
Pre-Operative Depression Associated With Worse Outcomes After Infrainguinal Arterial Intervention,2019,pre-operative depression associated with worse outcomes after infrainguinal arterial intervention
Prosthetic Versus Native Artery Inflow For Infrainguinal Bypass,2019,prosthetic versus native artery inflow for infrainguinal bypass
Over A Decade With TEVAR: Thoracic Aortic Remodeling After Endografting,2019,over a decade with tevar: thoracic aortic remodeling after endografting
Contrast-Induced Nephropathy Following Peripheral Vascular Interventions In Kidney Transplant Recipients,2019,contrast-induced nephropathy following peripheral vascular interventions in kidney transplant recipients
Nationwide Patterns In Publicly Reported Industry Payments To Academic Vascular Surgeons,2019,nationwide patterns in publicly reported industry payments to academic vascular surgeons
The Impact Of Integrated Vascular Surgery Residency Programs On General Surgery Residents,2019,the impact of integrated vascular surgery residency programs on general surgery residents
Unique and Challenging Cases - What Would You Do?,2019,unique and challenging cases - what would you do?
Contemporary Hemodialysis Access Practice For The Vascular Surgeon,2018,contemporary hemodialysis access practice for the vascular surgeon
The Right Access For The Right Patient At The Right Time,2018,the right access for the right patient at the right time
Technical Tips For Preferential AV Fistula Placement Including RADAR,2018,technical tips for preferential av fistula placement including radar
Prosthetic Hemodialysis Grafts Including HeROs And Early Cannulation Grafts,2018,prosthetic hemodialysis grafts including heros and early cannulation grafts
The Non-Maturing Fistula,2018,the non-maturing fistula
The Interventional Nephrologist’s Perspective Of Hemodialysis Access—What The Surgeons Do Wrong,2018,the interventional nephrologist’s perspective of hemodialysis access—what the surgeons do wrong
Open Versus Endovascular Hemodialysis Access Salvage Management,2018,open versus endovascular hemodialysis access salvage management
Management Of The Infected Graft,2018,management of the infected graft
Steal Syndrome,2018,steal syndrome
Hemodialysis And Peritoneal Dialysis Catheters—Placement Challenges And Complications,2018,hemodialysis and peritoneal dialysis catheters—placement challenges and complications
Update On Reimbursement Issues In Dialysis Access,2018,update on reimbursement issues in dialysis access
Femoral Vein And Other Atypical Dialysis Access Constructions,2018,femoral vein and other atypical dialysis access constructions
Status Of Percutaneous Arteriovenous Dialysis Access Creation,2018,status of percutaneous arteriovenous dialysis access creation
"Emerging Innovations In Arteriovenous Access: The Proteon, Laminate And Humacyte Trials",2018,"emerging innovations in arteriovenous access: the proteon, laminate and humacyte trials"
Achieving Durable Endovascular Aortic Repair - Clinical Considerations and Results,2018,achieving durable endovascular aortic repair - clinical considerations and results
Outcomes After Open And Endovascular Treatment Of Infrainguinal Occlusive Disease In Morbid And Super Obese Patients,2018,outcomes after open and endovascular treatment of infrainguinal occlusive disease in morbid and super obese patients
Outcomes Of Carotid Endarterectomy In The VQI Based On Patch Type,2018,outcomes of carotid endarterectomy in the vqi based on patch type
The Impact Of Combined Iliac Occlusive Disease And Aortic Aneurysm On Open Surgical Repair,2018,the impact of combined iliac occlusive disease and aortic aneurysm on open surgical repair
Broad Variation In Prosthetic Conduit Utilization For Femoral-Popliteal Bypass Is Not Justified Based On Contemporary Outcomes Favoring Autologous Great Saphenous Vein,2018,broad variation in prosthetic conduit utilization for femoral-popliteal bypass is not justified based on contemporary outcomes favoring autologous great saphenous vein
Lymphedema Co-Morbidities And Treatment Rate In The United States,2018,lymphedema co-morbidities and treatment rate in the united states
Multi-Specialty Surgical Management Of Carotid Body Tumors In The Modern Era,2018,multi-specialty surgical management of carotid body tumors in the modern era
The Changing Healthcare Environment: What this Means for the Vascular Specialist,2018,the changing healthcare environment: what this means for the vascular specialist
Fenestrated Endovascular Aortic Aneurysm Repair Using A Supraceliac Aortic Proximal Seal Zone Versus An Infraceliac Aortic Proximal Seal Zone,2018,fenestrated endovascular aortic aneurysm repair using a supraceliac aortic proximal seal zone versus an infraceliac aortic proximal seal zone
Emergency Intraoperative Vascular Surgery Consultations At A Tertiary Academic Center,2018,emergency intraoperative vascular surgery consultations at a tertiary academic center
Chimney Stent Graft For Left Subclavian Artery Revascularization During Thoracic Endograft Placement,2018,chimney stent graft for left subclavian artery revascularization during thoracic endograft placement
Outcomes Of Lower Extremity Bypass After Failed Endovascular Or Open Revascularization Are Inferior To Bypasses Without Prior Intervention,2018,outcomes of lower extremity bypass after failed endovascular or open revascularization are inferior to bypasses without prior intervention
Fenestrated EVAR Is Associated With Lower Perioperative Morbidity And Mortality Compared To Open Juxtarenal Aneurysm Repair,2018,fenestrated evar is associated with lower perioperative morbidity and mortality compared to open juxtarenal aneurysm repair
Analysis Of Thirty-Day Readmission Following Infrainguinal Bypass: Lessons Learned From A Trial Of Thirty-Day Data Collection In The Vascular Study Group Of New England,2018,analysis of thirty-day readmission following infrainguinal bypass: lessons learned from a trial of thirty-day data collection in the vascular study group of new england
Distal Perfusion Cannulae Reduce ECMO-Related Limb Ischemia But Not Mortality,2018,distal perfusion cannulae reduce ecmo-related limb ischemia but not mortality
Risk Prediction Of 30-Day Mortality Following Lower Extremity Major Amputation,2018,risk prediction of 30-day mortality following lower extremity major amputation
Select Type I And III Endoleaks At The Completion Of Fenestrated EVAR Are Safe To Observe,2018,select type i and iii endoleaks at the completion of fenestrated evar are safe to observe
The BEST-CLI Trial Update,2018,the best-cli trial update
CLINICAL RESEARCH UPDATE,2018,clinical research update
An Evidenced-Based Approach to Asymptomatic Carotid Artery Disease: Nihilism is Not Appropriate or Acceptable,2018,an evidenced-based approach to asymptomatic carotid artery disease: nihilism is not appropriate or acceptable
Carotid Duplex Velocity Criteria Recommended By The Society Of Radiologists In Ultrasound And Endorsed By The Intersocietal Accreditation Commission Lacks Predictive Ability For Identifying High Grade Carotid Artery Stenosis,2018,carotid duplex velocity criteria recommended by the society of radiologists in ultrasound and endorsed by the intersocietal accreditation commission lacks predictive ability for identifying high grade carotid artery stenosis
Five Year Reintervention And Rupture Rates After Endovascular Abdominal Aortic Aneurysm Repair In The Vascular Quality Initiative,2018,five year reintervention and rupture rates after endovascular abdominal aortic aneurysm repair in the vascular quality initiative
One Year Readmission After Open And Endovascular Revascularization For Critical Limb Ischemia,2018,one year readmission after open and endovascular revascularization for critical limb ischemia
 The Science and Art of the Vascular Whisperers ,2018, the science and art of the vascular whisperers 
 Physician Burnout,2018, physician burnout
Disruptive Physician Behavior: Why More May Be Good for What is Wrong with Healthcare,2018,disruptive physician behavior: why more may be good for what is wrong with healthcare
A Clean Slate? Patient Knowledge And Information Sources When Facing Abdominal Aortic Aneurysm Repair In The PROVE-AAA Trial,2018,a clean slate? patient knowledge and information sources when facing abdominal aortic aneurysm repair in the prove-aaa trial
Treatment Of SVC Syndrome With Kissing Brachiocephalic Stents And Exchange Of Pacemaker Leads,2018,treatment of svc syndrome with kissing brachiocephalic stents and exchange of pacemaker leads
Variation In Post-Operative Opioid Prescribing After Common Vascular Procedures,2018,variation in post-operative opioid prescribing after common vascular procedures
Depth Reduction Procedures For Deep Autogenous Fistulas: Superficialization Versus Lipectomy,2018,depth reduction procedures for deep autogenous fistulas: superficialization versus lipectomy
Surgeon Specialty Significantly Impacts Outcome After Carotid Endarterectomy,2018,surgeon specialty significantly impacts outcome after carotid endarterectomy
Younger Patients Have Worse Outcomes Following Peripheral Vascular Interventions For Aortoiliac Occlusive Disease (AIOD),2018,younger patients have worse outcomes following peripheral vascular interventions for aortoiliac occlusive disease (aiod)
Most Patients Are Eligible For Transcarotid Revascularization Despite Its Anatomic Restrictions,2018,most patients are eligible for transcarotid revascularization despite its anatomic restrictions
Safety And Efficacy Of Venous Ablation In Octogenarians,2018,safety and efficacy of venous ablation in octogenarians
 Unique and Challenging Cases – What Would You Do? ,2018, unique and challenging cases – what would you do? 
A Thoughtful Approach And Treatment Algorithm For The Patient Referred With Leg Swelling – Is It Always Due To Venous Disease?,2017,a thoughtful approach and treatment algorithm for the patient referred with leg swelling – is it always due to venous disease?
"Current Guidelines For The Treatment Of Acute Lower Extremity DVT And Acute Superficial Thrombophlebitis: Agents, Duration Of Treatment And Results",2017,"current guidelines for the treatment of acute lower extremity dvt and acute superficial thrombophlebitis: agents, duration of treatment and results"
"Extensive Acute Iliocaval DVT Treatment, Extensive Chronic Iliocaval DVT Treatment",2017,"extensive acute iliocaval dvt treatment, extensive chronic iliocaval dvt treatment"
"Non-Proximal Saphenous Reflux (Distal GSV And SSV, Anterior Accessory Branch, Vein Of Giacomini): When And How Should We Treat It?",2017,"non-proximal saphenous reflux (distal gsv and ssv, anterior accessory branch, vein of giacomini): when and how should we treat it?"
Perforator Incompetence: When (If At All) And How Is It Done In 2017?,2017,perforator incompetence: when (if at all) and how is it done in 2017?
Microphlebectomy In The Presence Of Superficial Venous Axial Reflux: Should It Be Done Concomitant To The Ablation Procedure Or In A Second Stage?,2017,microphlebectomy in the presence of superficial venous axial reflux: should it be done concomitant to the ablation procedure or in a second stage?
"Sclerotherapy: Indications, Agents, Technical Points, Results And Complications",2017,"sclerotherapy: indications, agents, technical points, results and complications"
Pelvic Congestion Syndrome: Diagnosis And Treatment,2017,pelvic congestion syndrome: diagnosis and treatment
"Iliac Venous Stenting: When, How And What Are The Results?",2017,"iliac venous stenting: when, how and what are the results?"
"Retrievable IVC Filters: Are We Abusing Them And How Do We Retrieve Them (Timing, Techniques And Strategies For Removal)",2017,"retrievable ivc filters: are we abusing them and how do we retrieve them (timing, techniques and strategies for removal)"
Wound Care Strategies For Venous Stasis Ulcers: Is There Anything New In 2017?,2017,wound care strategies for venous stasis ulcers: is there anything new in 2017?
"What A Vascular Surgeon Needs To Know About The Diagnosis, Management And Treatment Of AVMs",2017,"what a vascular surgeon needs to know about the diagnosis, management and treatment of avms"
Keys For A Successful Set-Up And Execution Of An Outpatient Venous Center,2017,keys for a successful set-up and execution of an outpatient venous center
Post-Discharge Events Following Lower Extremity Revascularization,2017,post-discharge events following lower extremity revascularization
Increasing The Number Of Integrated Vascular Surgery Residency Positions Is Necessary To Address The Impending Shortage Of Vascular Surgeons In The United States,2017,increasing the number of integrated vascular surgery residency positions is necessary to address the impending shortage of vascular surgeons in the united states
Post-Anesthetic Ultrasound Facilitates More Preferential Hemodialysis Access Creation Without Impacting Access Patency,2017,post-anesthetic ultrasound facilitates more preferential hemodialysis access creation without impacting access patency
"Declining Mortality Rates From Abdominal Aortic Aneurysms Across All Age, Sex And Racial Groups",2017,"declining mortality rates from abdominal aortic aneurysms across all age, sex and racial groups"
Variation In Timing And Type Of Groin Wound Complications Highlights The Need For Uniform Reporting Standards,2017,variation in timing and type of groin wound complications highlights the need for uniform reporting standards
Post-Operative Opioid Prescribing Patterns After Vascular,2017,post-operative opioid prescribing patterns after vascular
Vascular Surgeons and Wound Healing – Beyond the Successful Revascularization,2017,vascular surgeons and wound healing – beyond the successful revascularization
Comparison Of Major Adverse Event Rates Following Elective Endovascular Aneurysm Repair In The Vascular Study Group Of New England Using A Novel Measure Of Complication Severity,2017,comparison of major adverse event rates following elective endovascular aneurysm repair in the vascular study group of new england using a novel measure of complication severity
External Validation Of The VSGNE Risk Predictive Model Of Adverse Outcomes After Carotid Endarterectomy In Procedure-Targeted American College Of Surgeons National Surgical Quality Improvement Database,2017,external validation of the vsgne risk predictive model of adverse outcomes after carotid endarterectomy in procedure-targeted american college of surgeons national surgical quality improvement database
Transperitoneal Open AAA Repair Is Associated With Higher Rates Of Late Reintervention And Readmission Compared To The Retroperitoneal Approach,2017,transperitoneal open aaa repair is associated with higher rates of late reintervention and readmission compared to the retroperitoneal approach
The Durability Of Open Surgical Repair Of Type IV Thoracoabdominal Aneurysm,2017,the durability of open surgical repair of type iv thoracoabdominal aneurysm
Long-Term Survival After Carotid Endarterectomy And Carotid Stenting: A Propensity-Matched Analysis,2017,long-term survival after carotid endarterectomy and carotid stenting: a propensity-matched analysis
Disparity In Amputation Risk For Black Patients: Is It Constant Across All Surgeons?,2017,disparity in amputation risk for black patients: is it constant across all surgeons?
How Far Is Too Far? The Effect Of Increasing Catheter Distance From The Deep Junction On The Outcomes Of Vein Ablation,2017,how far is too far? the effect of increasing catheter distance from the deep junction on the outcomes of vein ablation
Risk Factor Profile Of Previously Asymptomatic Patients Presenting With Carotid Related Stroke,2017,risk factor profile of previously asymptomatic patients presenting with carotid related stroke
Long-Term Outcomes Of The VSGNE Carotid Patch Quality Initiative,2017,long-term outcomes of the vsgne carotid patch quality initiative
The BEST-CLI Trial Update,2017,the best-cli trial update
SVS Foundation & JVS Publication Updates,2017,svs foundation & jvs publication updates
 Leap Forward Innovations in Vascular Disease: The Surgeon’s Role ,2017, leap forward innovations in vascular disease: the surgeon’s role 
Reinterventions After Fenestrated/Branched Endovascular Aortic Aneurysm Repair,2017,reinterventions after fenestrated/branched endovascular aortic aneurysm repair
Disparity In Medicaid Physician Payments For Vascular Surgery,2017,disparity in medicaid physician payments for vascular surgery
Economic Evaluation Of Open Bypass And Novel Endovascular Therapies For Peripheral Arterial Disease,2017,economic evaluation of open bypass and novel endovascular therapies for peripheral arterial disease
Don’t Quit. . . ,2017,don’t quit. . . 
Medicare Payment Reform: Are We Ready for the Quality Payment Program?,2017,medicare payment reform: are we ready for the quality payment program?
WOMEN IN VASCULAR SURGERY,2017,women in vascular surgery
Impact Of Endovascular Repair On Management Of Visceral Artery Aneurysms,2017,impact of endovascular repair on management of visceral artery aneurysms
Strategies And Outcomes For Aortic Endograft Explantation,2017,strategies and outcomes for aortic endograft explantation
A Comparison Of Specialties Participating In The BEST-CLI Trial To Specialists Treating Peripheral Arterial Disease Nationally,2017,a comparison of specialties participating in the best-cli trial to specialists treating peripheral arterial disease nationally
Fenestrated Repair Of A Type 3 TAAA In A Patient With Marfan’s Disease And Degenerated Aortic Dissection,2017,fenestrated repair of a type 3 taaa in a patient with marfan’s disease and degenerated aortic dissection
The Effect Of Statin Use And Intensity After Carotid Endarterectomy,2017,the effect of statin use and intensity after carotid endarterectomy
Natural History Of Aneurysmal Aortic Arch Branch Vessels In A Single Tertiary Referral Center,2017,natural history of aneurysmal aortic arch branch vessels in a single tertiary referral center
Hybrid Procedures Improve Perioperative Outcomes Of Femoro-Popliteal Revascularization Compared To Bypass,2017,hybrid procedures improve perioperative outcomes of femoro-popliteal revascularization compared to bypass
 Unique and Challenging Cases – What Would You Do? ,2017, unique and challenging cases – what would you do? 
"Making Complex Vascular Surgery Simple: When, Why, How And Avoiding Pitfalls",2016,"making complex vascular surgery simple: when, why, how and avoiding pitfalls"
"Tackling The Visceral Aorta: Type IV Thoracoabdominal Aneurysms, Mesenteric And Renal Bypass, Coral Reefs",2016,"tackling the visceral aorta: type iv thoracoabdominal aneurysms, mesenteric and renal bypass, coral reefs"
"Thoracic Outlet Syndrome—Neurogenic, Venous, Arterial",2016,"thoracic outlet syndrome—neurogenic, venous, arterial"
Spine Exposures,2016,spine exposures
Infrainguinal Lower Extremity Bypass To Tibial And Pedal Targets,2016,infrainguinal lower extremity bypass to tibial and pedal targets
"Carotid Artery Surgery Challenges: High Lesions, Kinks And Coils, Eversion, Carotid Body Tumors, Carotid Aneurysms",2016,"carotid artery surgery challenges: high lesions, kinks and coils, eversion, carotid body tumors, carotid aneurysms"
Retroperitoneal Infrarenal AAA Repair And Thoracofemoral Bypass For Occlusive Disease,2016,retroperitoneal infrarenal aaa repair and thoracofemoral bypass for occlusive disease
"Vascular Surgical Oncology: Portal Vein Reconstruction, Head And Neck Resections Involving Carotid, Renal Cell Cancer",2016,"vascular surgical oncology: portal vein reconstruction, head and neck resections involving carotid, renal cell cancer"
Challenging Vascular Access: What To Do After Arm Autogenous And Prosthetic Options Have Been Exhausted,2016,challenging vascular access: what to do after arm autogenous and prosthetic options have been exhausted
Fenestrated And Branched EVAR,2016,fenestrated and branched evar
"Endovascular Treatment Of CLI Using Novel Approaches And Novel Devices (Pedal Access, Reentry Devices, Crossing Devices, Atherectomy)",2016,"endovascular treatment of cli using novel approaches and novel devices (pedal access, reentry devices, crossing devices, atherectomy)"
"New Infrarenal EVAR Devices: Nellix, Ovation, Gore C3, Cook Alpha",2016,"new infrarenal evar devices: nellix, ovation, gore c3, cook alpha"
Management Of Complicated Acute Type B Dissection Open And Endo,2016,management of complicated acute type b dissection open and endo
"Coding, Billing And Finance: Getting Involved As A Physician To Manage The Bottom Line",2016,"coding, billing and finance: getting involved as a physician to manage the bottom line"
Interplay Of BMI And Gender In Wound Complications After Lower Extremity Arterial Surgery,2016,interplay of bmi and gender in wound complications after lower extremity arterial surgery
Lifelong Limb Salvage: A Patient Centered Description Of Lower Extremity Arterial Reconstruction Outcomes,2016,lifelong limb salvage: a patient centered description of lower extremity arterial reconstruction outcomes
Feasibility And Pilot Efficacy Of A Brief Smoking Cessation Intervention Delivered By Vascular Surgeons: The Vascular Physician Offer And Report (VAPOR) Trial,2016,feasibility and pilot efficacy of a brief smoking cessation intervention delivered by vascular surgeons: the vascular physician offer and report (vapor) trial
