Title,Year,Standardized Title
Early Thoracic Endovascular Aortic Repair Is Superior To Medical Therapy In Acute Uncomplicated Type B Aortic Dissection,2021,early thoracic endovascular aortic repair is superior to medical therapy in acute uncomplicated type b aortic dissection
Role Of In-Situ Fenestration As The Technique Of Choice For Endovascular Repair Of Ruptured Thoracoabdominal And Suprarenal Aortic Aneurysms At A Regional Aortic Center,2021,role of in-situ fenestration as the technique of choice for endovascular repair of ruptured thoracoabdominal and suprarenal aortic aneurysms at a regional aortic center
Capturing The Complexity Of Open Abdominal Aortic Surgery In The Endovascular Era,2021,capturing the complexity of open abdominal aortic surgery in the endovascular era
Reintervention Does Not Increase Long-Term Mortality After Fenestrated Endovascular Aneurysm Repair,2021,reintervention does not increase long-term mortality after fenestrated endovascular aneurysm repair
Spinal Cord Ischemia And Other Clinical Outcomes Associated With The Staging Of Tevar And Complex Evar,2021,spinal cord ischemia and other clinical outcomes associated with the staging of tevar and complex evar
Women With Thoracoabdominal Aortic Aneurysms Have Increased Frailty And More Challenging Aortic Anatomy Compared With Men,2021,women with thoracoabdominal aortic aneurysms have increased frailty and more challenging aortic anatomy compared with men
Pedal Arterial Calcification Score Is Associated With Hemodynamic Change And Major Amputation After Revascularization In Chronic Limb-Threatening Ischemia,2021,pedal arterial calcification score is associated with hemodynamic change and major amputation after revascularization in chronic limb-threatening ischemia
Lower Than Expected Five-Year Mortality Following Amputation Related To Chronic Limb-Threatening Ischemia: A Statewide Registry Analysis,2021,lower than expected five-year mortality following amputation related to chronic limb-threatening ischemia: a statewide registry analysis
Early Experience With Venous Arterialization For Limb Salvage In No-Option Patients With Chronic Limb-Threatening Ischemia,2021,early experience with venous arterialization for limb salvage in no-option patients with chronic limb-threatening ischemia
In-Network Primary Care: An Important Augmentation To Preoperative Work-Up For Patients Undergoing Infrainguinal Bypass,2021,in-network primary care: an important augmentation to preoperative work-up for patients undergoing infrainguinal bypass
The Lower Extremity Amputation Protocol (Leap): A Pathway To Successful Ambulation,2021,the lower extremity amputation protocol (leap): a pathway to successful ambulation
Validity Of The Global Vascular Guidelines In Predicting Outcomes In A Comprehensive Wound Care Program,2021,validity of the global vascular guidelines in predicting outcomes in a comprehensive wound care program
Living In A Food Desert Is Associated With Increased Wound Complications After Major Vascular Procedures,2021,living in a food desert is associated with increased wound complications after major vascular procedures
Acute Aortoiliac Arterial Thrombosis In Patients With The Novel Coronavirus Disease-2019: A Case Series And Systematic Review Of The Literature,2021,acute aortoiliac arterial thrombosis in patients with the novel coronavirus disease-2019: a case series and systematic review of the literature
Feasibility And Utility Of Pedal Acceleration Time (Pat) As A Novel Assessment Tool For Limb Ischemia,2021,feasibility and utility of pedal acceleration time (pat) as a novel assessment tool for limb ischemia
Predictors Of Amputation-Free Survival And Wound Healing After Infrainguinal Bypass With Alternative Conduits,2021,predictors of amputation-free survival and wound healing after infrainguinal bypass with alternative conduits
Radial Artery Access Is A Safe Alternative To Brachial Artery And Femoral Artery Access For Endovascular Lower Extremity Peripheral Arterial Disease,2021,radial artery access is a safe alternative to brachial artery and femoral artery access for endovascular lower extremity peripheral arterial disease
Percutaneous Proximal Axillary Artery Access Versus Femoral Artery Access For Aortic And Peripheral Endovascular Interventions,2021,percutaneous proximal axillary artery access versus femoral artery access for aortic and peripheral endovascular interventions
The Vascular Quality Initiative (Vqi) Chronic Limb-Threatening Ischemia Mortality Prediction Model Underestimates Mortality After Infrainguinal Revascularization,2021,the vascular quality initiative (vqi) chronic limb-threatening ischemia mortality prediction model underestimates mortality after infrainguinal revascularization
Impact Of Scalene Muscle Botulinum Toxin Injection With And Without Surgery In Neurogenic Thoracic Outlet Syndrome,2021,impact of scalene muscle botulinum toxin injection with and without surgery in neurogenic thoracic outlet syndrome
Paget Schroetter Patients With Chronic Venous Occlusion Benefit From Surgical Decompression,2021,paget schroetter patients with chronic venous occlusion benefit from surgical decompression
"Predicting Dialysis Fistula Maturation Using The ""Rule Of 6'S"" - Not All Are Created Equal",2021,"predicting dialysis fistula maturation using the ""rule of 6's"" - not all are created equal"
Reoperative Anterior Lumbar Spine Access Is Feasible And Safe,2021,reoperative anterior lumbar spine access is feasible and safe
"Vascular Trainee Perceptions Of Diversity, Equity, And Inclusion Within Vascular Surgery Training Programs",2021,"vascular trainee perceptions of diversity, equity, and inclusion within vascular surgery training programs"
Decreasing Trends In Reintervention And Readmission After Endovascular Aneurysm Repair In A Multiregional Implant Registry,2021,decreasing trends in reintervention and readmission after endovascular aneurysm repair in a multiregional implant registry
Shaggy Aortic Score Is Associated With Postoperative Lower Extremity Weakness After Branched Endovascular Aortic Aneurysm Repair,2021,shaggy aortic score is associated with postoperative lower extremity weakness after branched endovascular aortic aneurysm repair
Cost Effectiveness Of Computed Tomography Versus Ultrasound-Based Surveillance Following Endovascular Aortic Repair Of Intact Abdominal Aortic Aneurysms,2021,cost effectiveness of computed tomography versus ultrasound-based surveillance following endovascular aortic repair of intact abdominal aortic aneurysms
Turndown For Ruptured Abdominal Aortic Aneurysm Repair Based On Sex In The United States,2021,turndown for ruptured abdominal aortic aneurysm repair based on sex in the united states
Comparison Of Total Transfemoral Approach To Upper Extremity Access In Branched And Fenestrated Physician Modified Endografts Shows Clear Advantage,2021,comparison of total transfemoral approach to upper extremity access in branched and fenestrated physician modified endografts shows clear advantage
Monitored Anesthesia Care Without Foley Placement Decreases Hospital Length Of Stay In Elective Endovascular Abdominal Aortic Aneurysm Repair,2021,monitored anesthesia care without foley placement decreases hospital length of stay in elective endovascular abdominal aortic aneurysm repair
Patient-Reported Physical Function Predicts Postoperative Recovery After Vascular Surgery,2021,patient-reported physical function predicts postoperative recovery after vascular surgery
Disposable Lightweight Shield Attached To Leaded Or Nonleaded Glasses Decreases Operator Eye And Brain Radiation Dose During Fluoroscopically Guided Interventions,2021,disposable lightweight shield attached to leaded or nonleaded glasses decreases operator eye and brain radiation dose during fluoroscopically guided interventions
Open Abdominal Aortic Surgery In The Endovascular Era - Will We Have Enough Volume For Vascular Trainees?,2021,open abdominal aortic surgery in the endovascular era - will we have enough volume for vascular trainees?
Vascularl: Development Of A Virtual Reality Training Module For Ultrasound Guided Vascular Access,2021,vascularl: development of a virtual reality training module for ultrasound guided vascular access
Accuracy Subanalysis Of A Deep Learning Neural Network Specific For The Identification Of Infrarenal Abdominal Aortic Aneurysms,2021,accuracy subanalysis of a deep learning neural network specific for the identification of infrarenal abdominal aortic aneurysms
Modeling Social Media Activity And Academic Influence In Vascular Surgery,2021,modeling social media activity and academic influence in vascular surgery
Spinal Cord Ischemia And Einterventions Following Tevar For Acute Type B Aortic Dissections With A Zone 3 Entry Tear,2021,spinal cord ischemia and einterventions following tevar for acute type b aortic dissections with a zone 3 entry tear
Variable National Prescribing Patterns Following Suprainguinal Bypass To Treat Peripheral Arterial Disease,2021,variable national prescribing patterns following suprainguinal bypass to treat peripheral arterial disease
Saphenous Vein Arterialization With Pedal Venous Valvuloclasty - A Promising Technique For Limb Salvage In Unreconstructable Peripheral Arterial Disease,2021,saphenous vein arterialization with pedal venous valvuloclasty - a promising technique for limb salvage in unreconstructable peripheral arterial disease
Duplex And Clinical Outcomes Of Pediatric Lower Extremity Arterial Thrombosis (Pleat),2021,duplex and clinical outcomes of pediatric lower extremity arterial thrombosis (pleat)
Primary Patency Of Endovascular Femoropopliteal Intervention Is Superior In Industry-Sponsored Clinical Trials Vs. Physician-Initiated Investigations,2021,primary patency of endovascular femoropopliteal intervention is superior in industry-sponsored clinical trials vs. physician-initiated investigations
Use Of A Novel Catheter Access System To Obtain Central Venous Access In Dialysis Patients With Thoracic Venous Obstructions. A Single Center Experience,2021,use of a novel catheter access system to obtain central venous access in dialysis patients with thoracic venous obstructions. a single center experience
Distribution Of Vascular Surgery Cases Among Different Specialties,2021,distribution of vascular surgery cases among different specialties
Association Of Deep Venous Reflux With Outcomes Of Isolated Microphlebectomy,2021,association of deep venous reflux with outcomes of isolated microphlebectomy
Lower Extremity Amputations Among Veterans: Have Ambulatory Outcomes And Survival Improved?,2021,lower extremity amputations among veterans: have ambulatory outcomes and survival improved?
Community Practice Experience With Ruptured Abdominal Aortic Aneurysm: Impact Of An Endovascular First Approach,2021,community practice experience with ruptured abdominal aortic aneurysm: impact of an endovascular first approach
Clinical Outcomes Of A Diagnostic And Management Protocol For Popliteal Artery Entrapment Syndrome At A Large Referral Center,2021,clinical outcomes of a diagnostic and management protocol for popliteal artery entrapment syndrome at a large referral center
The Art and Science of Managing Critical Limb Ischemia,2021,the art and science of managing critical limb ischemia
Vascular Health—and the Health of Vascular Surgery,2021,vascular health—and the health of vascular surgery
Preoperative Risk Score Accuracy is Confirmed in a Modern Ruptured Abdominal Aortic Aneurysm Experience,2020,preoperative risk score accuracy is confirmed in a modern ruptured abdominal aortic aneurysm experience
The Natural History of Large Abdominal Aortic Aneurysms in Patients Without Timely Repair: Implications for Rupture and Mortality,2020,the natural history of large abdominal aortic aneurysms in patients without timely repair: implications for rupture and mortality
"Towards Endovascular Treatment of Type A Aortic Dissection: Smaller Landing Zones, More Patient Eligibility",2020,"towards endovascular treatment of type a aortic dissection: smaller landing zones, more patient eligibility"
Aortic Neck Dilation Following Repair of Juxtarenal Aneurysms with Fenestrated Endovascular Aneurysm Repair,2020,aortic neck dilation following repair of juxtarenal aneurysms with fenestrated endovascular aneurysm repair
Changes in Transfer and Mortality Rates Following Western Vascular Society Guideline Publication for the Management of Ruptured Abdominal Aortic Aneurysms,2020,changes in transfer and mortality rates following western vascular society guideline publication for the management of ruptured abdominal aortic aneurysms
Factors Influencing Medical Student Choices in the 2020 Integrated Vascular Surgery Match: Implications for the Upcoming 2021 Covid-19 Affected Match,2020,factors influencing medical student choices in the 2020 integrated vascular surgery match: implications for the upcoming 2021 covid-19 affected match
Understanding Value and Patient Complexity Among Common Inpatient Vascular Surgery Procedures,2020,understanding value and patient complexity among common inpatient vascular surgery procedures
Contemporary Outcomes of Traumatic Popliteal Artery Injury Repair,2020,contemporary outcomes of traumatic popliteal artery injury repair
Growth Rates of Small Abdominal Aortic Aneurysms (AAA) Identified in a Contemporary Practice,2020,growth rates of small abdominal aortic aneurysms (aaa) identified in a contemporary practice
Contemporary Experience with Paravisceral Aortic Aneurysm Repair in an Experienced Endovascular Center,2020,contemporary experience with paravisceral aortic aneurysm repair in an experienced endovascular center
Complex Aortic Neck Anatomy does not Predict 30-day Mortality Following Ruptured Abdominal Aortic Aneurysm Repair,2020,complex aortic neck anatomy does not predict 30-day mortality following ruptured abdominal aortic aneurysm repair
Predictors of Sac Regression and Mortality After Fenestrated Endovascular Aneurysm Repair (f-EVAR),2020,predictors of sac regression and mortality after fenestrated endovascular aneurysm repair (f-evar)
Early Ankle Brachial Index Testing is Associated with Decreased Risk of Amputation for Patients with Lower Extremity Ulcers,2020,early ankle brachial index testing is associated with decreased risk of amputation for patients with lower extremity ulcers
Medicaid Expansion and Lower Extremity Amputation Among Urban and Rural Beneficiaries with Chronic Limb-threatening Ischemia,2020,medicaid expansion and lower extremity amputation among urban and rural beneficiaries with chronic limb-threatening ischemia
"Propensity Score Matched Analysis of One Year Outcomes of Transcarotid Revascularization with Dynamic Flow Reversal, Carotid Endarterectomy and Transfemoral Carotid Artery Stenting",2020,"propensity score matched analysis of one year outcomes of transcarotid revascularization with dynamic flow reversal, carotid endarterectomy and transfemoral carotid artery stenting"
The Natural History of Moderate Carotid Artery Stenosis in a Large Community-Based Cohort and Implications for Carotid Surveillance Among Asymptomatic Individuals,2020,the natural history of moderate carotid artery stenosis in a large community-based cohort and implications for carotid surveillance among asymptomatic individuals
Economic Value of Podiatry Service in a Limb Salvage Alliance,2020,economic value of podiatry service in a limb salvage alliance
Familial Risk of Abdominal Aortic Aneurysm and Implications for Population Screening,2020,familial risk of abdominal aortic aneurysm and implications for population screening
"Gender Disparities in Presentation, Operative Characteristics, and Clinical Outcomes After Lower Extremity Bypass for Peripheral Artery Disease",2020,"gender disparities in presentation, operative characteristics, and clinical outcomes after lower extremity bypass for peripheral artery disease"
Impact of Perioperative Blood Transfusion in Anemic Patients Undergoing Infra-inguinal Bypass,2020,impact of perioperative blood transfusion in anemic patients undergoing infra-inguinal bypass
Evaluation of a Novel Hydrogel Intravascular Embolization Agent in a Swine Model of Fatal Uncontrolled Solid Organ Hemorrhage and Coagulopathy,2020,evaluation of a novel hydrogel intravascular embolization agent in a swine model of fatal uncontrolled solid organ hemorrhage and coagulopathy
A Comparison of Outcomes Between Open and Endovascular Arteriovenous Access Creation for Hemodialysis,2020,a comparison of outcomes between open and endovascular arteriovenous access creation for hemodialysis
Safety and Efficacy of Robotic First Rib Resection with Adjuvant Endovascular Therapy for Venous Thoracic Outlet Syndrome,2020,safety and efficacy of robotic first rib resection with adjuvant endovascular therapy for venous thoracic outlet syndrome
Preoperative Thrombolysis Affords Significant Benefit in Patency and Outcome Following First Rib Resection in Acute Paget-Schroetter Syndrome (PSS),2020,preoperative thrombolysis affords significant benefit in patency and outcome following first rib resection in acute paget-schroetter syndrome (pss)
Early Recognition of Venous Ulcer Improves Healing Rates and Resource Utilization,2020,early recognition of venous ulcer improves healing rates and resource utilization
Outcomes of Endovascular-first VS Bypass-first Approach for Patients with Chronic Limb-threatening Ischemia Using a Medicarelinked Database,2020,outcomes of endovascular-first vs bypass-first approach for patients with chronic limb-threatening ischemia using a medicarelinked database
Center-level Variability in Management and Intervention for Claudication in the Veterans Health Administration,2020,center-level variability in management and intervention for claudication in the veterans health administration
The Global Limb Anatomic Staging System (GLASS) Predicts Clinical Outcomes in Chronic Limb Threatening Ischemia,2020,the global limb anatomic staging system (glass) predicts clinical outcomes in chronic limb threatening ischemia
Peripheral Artery Disease is Associated with Lower Extremity Vascular Interventions and Death After Renal Transplant,2020,peripheral artery disease is associated with lower extremity vascular interventions and death after renal transplant
A Single Center’s 15-Year Experience with Palliative Limb Care for Critical Limb Ischemia in Frail Patients,2020,a single center’s 15-year experience with palliative limb care for critical limb ischemia in frail patients
Endovascular Therapy for CLTI Patients with Chronically Occluded Bypass Yield Similar Long-term Outcomes as De-novo Endovascular Recanalization,2020,endovascular therapy for clti patients with chronically occluded bypass yield similar long-term outcomes as de-novo endovascular recanalization
Early Real-World Comparison of Ellipsys Percutaneous Arteriovenous Fistulas to Surgically-Created Fistulas,2020,early real-world comparison of ellipsys percutaneous arteriovenous fistulas to surgically-created fistulas
Treatment of Superficial Venous Reflux in CEAP 6 Patients: A Comparison of Cyanoacrylate Glue and Radiofrequency Ablation Techniques,2020,treatment of superficial venous reflux in ceap 6 patients: a comparison of cyanoacrylate glue and radiofrequency ablation techniques
Pedal Arterial Calcification Score Correlates with Risk of Major Amputation in Chronic Limb Threatening Ischemia,2020,pedal arterial calcification score correlates with risk of major amputation in chronic limb threatening ischemia
Influence of Thoracic Endovascular Aortic Repair on True Lumen Helical Morphology for Stanford Type B Dissections,2020,influence of thoracic endovascular aortic repair on true lumen helical morphology for stanford type b dissections
Management Strategy for Lower Extremity Malperfusion Due to Acute Aortic Dissection,2020,management strategy for lower extremity malperfusion due to acute aortic dissection
Respiratory-induced Changes in Reno-visceral Branch Vessel Morphology Following Fenestrated Thoraco-abdominal Aneurysm Repair with a Flexible Balloon Expandable Covered Stent,2020,respiratory-induced changes in reno-visceral branch vessel morphology following fenestrated thoraco-abdominal aneurysm repair with a flexible balloon expandable covered stent
Timing is Everything – Management in Acute/Subacute Phase,2020,timing is everything – management in acute/subacute phase
Importance of Seal Zone,2020,importance of seal zone
"Benefit of the BMS (vs TEVAR alone), EU Experience",2020,"benefit of the bms (vs tevar alone), eu experience"
Treo Endograft and Aortic Sac Shrinkage,2020,treo endograft and aortic sac shrinkage
Early Clinical Cases with Treo Abdominal Stent-Graft,2020,early clinical cases with treo abdominal stent-graft
Treo for Fenestrated EVAR: Experience and Outcomes,2020,treo for fenestrated evar: experience and outcomes
Achieving Optimal TEVAR Positioning Advantages and Learnings with the GORE® TAG® Conformable Stent Graft with ACTIVE CONTROL System,2020,achieving optimal tevar positioning advantages and learnings with the gore® tag® conformable stent graft with active control system
Natural History of Acute Pediatric Iliofemoral Artery Thrombosis Treated with Antithrombotic Therapy,2019,natural history of acute pediatric iliofemoral artery thrombosis treated with antithrombotic therapy
Outcomes of Femoral Artery Ligation for Treatment of Infected Femoral Pseudoaneurysms Due to Drug Injection,2019,outcomes of femoral artery ligation for treatment of infected femoral pseudoaneurysms due to drug injection
Characterization and Association with Outcomes of Ischemia-reperfusion Events After Open Mesenteric Bypass for Chronic Mesenteric Ischemia,2019,characterization and association with outcomes of ischemia-reperfusion events after open mesenteric bypass for chronic mesenteric ischemia
The Impact of Hemoglobin A1c on Outcomes Following Lower Extremity Bypass,2019,the impact of hemoglobin a1c on outcomes following lower extremity bypass
Small-caliber Vein Graft Bypass for Achieving Wound Healing in Chronic Limb Threatening Ischemia Patients with High Wifi Clinical Stage,2019,small-caliber vein graft bypass for achieving wound healing in chronic limb threatening ischemia patients with high wifi clinical stage
Natural History and Cause-specific Mortality of Type B Aortic Dissection,2019,natural history and cause-specific mortality of type b aortic dissection
Prevalence of Abdominal Aortic Aneurysms in the United StatesReevaluating the Screening Guidelines,2019,prevalence of abdominal aortic aneurysms in the united statesreevaluating the screening guidelines
Association of Upper Extremity and Neck Access with Stroke in Endovascular Aortic Repair,2019,association of upper extremity and neck access with stroke in endovascular aortic repair
Cost-effectiveness Analysis of Fenestrated Endovascular Aortic Repair Compared to Open Surgical Repair for Patients with Juxtarenal Abdominal Aortic Aneurysms,2019,cost-effectiveness analysis of fenestrated endovascular aortic repair compared to open surgical repair for patients with juxtarenal abdominal aortic aneurysms
Bilateral Iliac Branch Endoprosthesis with Ipsilateral Internal Iliac Deployment,2019,bilateral iliac branch endoprosthesis with ipsilateral internal iliac deployment
In-Hospital Outcomes of TransCarotid Artery Revascularization with Dynamic Flow Reversal (TCAR) in Patients with Contralateral Carotid Artery Occlusion,2019,in-hospital outcomes of transcarotid artery revascularization with dynamic flow reversal (tcar) in patients with contralateral carotid artery occlusion
Delayed Carotid Endarterectomy After Admission in Symptomatic Carotid Artery Disease is Associated with Lower Postoperative Stroke Rates in the Medicare Population,2019,delayed carotid endarterectomy after admission in symptomatic carotid artery disease is associated with lower postoperative stroke rates in the medicare population
Novel Modification to Leaded Eyewear Results in Significant Operator Eye Radiation Dose Reduction Compared to Standard Leaded Glasses During Fluoroscopically-Guided-Interventions,2019,novel modification to leaded eyewear results in significant operator eye radiation dose reduction compared to standard leaded glasses during fluoroscopically-guided-interventions
The Physical Toll of Working in Operating Rooms: A Survey of the Canadian Society of Vascular Surgery,2019,the physical toll of working in operating rooms: a survey of the canadian society of vascular surgery
Virtual Reality Can Reduce Anxiety During Office-Based Vascular Procedures,2019,virtual reality can reduce anxiety during office-based vascular procedures
Patient Risk Factors Associated with Embolic Stroke Volumes Following Revascularization,2019,patient risk factors associated with embolic stroke volumes following revascularization
Five Hundred Rib-sparing Scalenectomies for the Treatment of Neurogenic Thoracic Outlet Syndrome,2019,five hundred rib-sparing scalenectomies for the treatment of neurogenic thoracic outlet syndrome
Complete Transaxillary Resection of Fully Formed Cervical Ribs is Safe And Effective: Outcomes From 22 Years of Experience with Long Term Follow-up,2019,complete transaxillary resection of fully formed cervical ribs is safe and effective: outcomes from 22 years of experience with long term follow-up
The Periumbilical Incision for Anterior Lumbar Interbody Fusions,2019,the periumbilical incision for anterior lumbar interbody fusions
Reevaluating the Safety and Effectiveness of the 0.9 Ankle-brachial Index Threshold in Penetrating Lower Extremity Trauma,2019,reevaluating the safety and effectiveness of the 0.9 ankle-brachial index threshold in penetrating lower extremity trauma
Retroperitoneal Repair of Suprarenal Abdominal Aortic Aneurysm and Right Common Iliac Artery Aneurysm After Previous Infrarenal Abdominal Aortic Aneurysm Repair,2019,retroperitoneal repair of suprarenal abdominal aortic aneurysm and right common iliac artery aneurysm after previous infrarenal abdominal aortic aneurysm repair
Association of Aberrant Subclavian Arteries with Aortic Pathology and a Novel Classification System,2019,association of aberrant subclavian arteries with aortic pathology and a novel classification system
Vascular Surgery Is Complex but Undervalued by Work Relative Value Units,2019,vascular surgery is complex but undervalued by work relative value units
Medical Complexity of Patients by Surgical Specialty: Who Operates on the Sickest Patients?,2019,medical complexity of patients by surgical specialty: who operates on the sickest patients?
Hospital Volume Impacts the Outcomes of Endovascular Repair of Thoracoabdominal Aortic Aneurysms,2019,hospital volume impacts the outcomes of endovascular repair of thoracoabdominal aortic aneurysms
Anatomic Eligibility for Commercial Branched Endograft Repair of Thoraco-abdominal Aortic Aneurysms,2019,anatomic eligibility for commercial branched endograft repair of thoraco-abdominal aortic aneurysms
Outcomes of Post-stent Ballooning After Transcarotid Artery Revascularization (TCAR),2019,outcomes of post-stent ballooning after transcarotid artery revascularization (tcar)
Long-term Stroke Risk with Carotid Endarterectomy in Patients with Severe Carotid Stenosis,2019,long-term stroke risk with carotid endarterectomy in patients with severe carotid stenosis
Greater Curvature-based Instead of Centerline-based Measurement Improves Endograft Sizing Accuracy for Thoracic Endovascular Aortic Repair in the Aortic Arch,2019,greater curvature-based instead of centerline-based measurement improves endograft sizing accuracy for thoracic endovascular aortic repair in the aortic arch
Staged Endovascular and Surgical Repair of a Mycotic Descending Thoracic Aortic Aneurysm,2019,staged endovascular and surgical repair of a mycotic descending thoracic aortic aneurysm
Evolving Utility of Endovascular Treatment of Pararenal and Suprarenal Abdominal Aortic Aneurysms Resulting in Higher Mortality,2019,evolving utility of endovascular treatment of pararenal and suprarenal abdominal aortic aneurysms resulting in higher mortality
Endovascular Repair of Ruptured Abdominal Aortic Aneurysm is Superior to Open Repair: Propensity Matched Analysis in the Vascular Quality Initiative,2019,endovascular repair of ruptured abdominal aortic aneurysm is superior to open repair: propensity matched analysis in the vascular quality initiative
Partial Resuscitative Endovascular Balloon Occlusion of the Aorta via the Gore Tri-Lobe Balloon,2019,partial resuscitative endovascular balloon occlusion of the aorta via the gore tri-lobe balloon
Antegrade Common Femoral Artery Closure Device use is Safe and Associated with Decreased Complications,2019,antegrade common femoral artery closure device use is safe and associated with decreased complications
Long Term Outcomes of the Ovation Stent Graft System IDE Trial for Endovascular Abdominal Aortic Aneurysm Repair,2019,long term outcomes of the ovation stent graft system ide trial for endovascular abdominal aortic aneurysm repair
Endovenous Deep Vein Valve Creation for the Treatment of Chronic Venous Insufficiency,2019,endovenous deep vein valve creation for the treatment of chronic venous insufficiency
Evolution of the Vascular Specialist,2019,evolution of the vascular specialist
Delayed Revascularization After a Trial Of Conservative Therapy is Safe and Effective for Ischemic Wounds in a Multidisciplinary Setting,2018,delayed revascularization after a trial of conservative therapy is safe and effective for ischemic wounds in a multidisciplinary setting
Lower Extremity Revascularization with Transmetatarsal Amputation Improves Healing and Reduces Major Amputation,2018,lower extremity revascularization with transmetatarsal amputation improves healing and reduces major amputation
Endovascular Reconstruction Offers Non-Inferior Outcomes at Reduced Cost Compared to Surgical Bypass for TASC-II D Aorto-Iliac Occlusive Disease,2018,endovascular reconstruction offers non-inferior outcomes at reduced cost compared to surgical bypass for tasc-ii d aorto-iliac occlusive disease
Impact of Physician Owned Office Based Laboratories on Physician Practice Patterns and Outcomes After Percutaneous Vascular Interventions for Peripheral Artery Disease,2018,impact of physician owned office based laboratories on physician practice patterns and outcomes after percutaneous vascular interventions for peripheral artery disease
Preoperative Testing Among Patients Undergoing Arteriovenous Fistula Surgery,2018,preoperative testing among patients undergoing arteriovenous fistula surgery
Late Graft Failure is Rare After EVAR Using the Zenith Stent-Graft: Fifteen-year Outcomes in a Cohort of High-Risk Patients,2018,late graft failure is rare after evar using the zenith stent-graft: fifteen-year outcomes in a cohort of high-risk patients
Lessons Learned from the Largest Cohort of Type 3 Endoleaks with the Endologix AFX Stent Graft,2018,lessons learned from the largest cohort of type 3 endoleaks with the endologix afx stent graft
Duplex Ultrasonography is a Clinically Useful Modality for Surveillance of Renal Branch Grafts After Fenestrated Endovascular Aneurysm Repair,2018,duplex ultrasonography is a clinically useful modality for surveillance of renal branch grafts after fenestrated endovascular aneurysm repair
Variation in Center-level Frailty Burden and its Impact on Long-term Survival in Patients Undergoing Repair for Abdominal Aortic Aneurysms,2018,variation in center-level frailty burden and its impact on long-term survival in patients undergoing repair for abdominal aortic aneurysms
A Reliable Method for Renal Volume Measurement and its Application in FEVAR,2018,a reliable method for renal volume measurement and its application in fevar
"Anatomic Suitability for Standard, ""Off-the-shelf"" Thoracic Single Side-branched Endograft in Patients with Type B Aortic Dissection",2018,"anatomic suitability for standard, ""off-the-shelf"" thoracic single side-branched endograft in patients with type b aortic dissection"
The Effect of Combining Coronary Bypass with Carotid Endarterectomy in Patients with Unrevascularized Severe Coronary Disease,2018,the effect of combining coronary bypass with carotid endarterectomy in patients with unrevascularized severe coronary disease
Carotid Stenosis: The Impact of Frailty Syndrome on Patient Outcomes,2018,carotid stenosis: the impact of frailty syndrome on patient outcomes
Prognostic Implications of Diagnosing Frailty and Sarcopenia in Vascular Surgery Practice: Form Versus Function,2018,prognostic implications of diagnosing frailty and sarcopenia in vascular surgery practice: form versus function
Surgical Management of Functional Popliteal Entrapment Syndrome in Athletes,2018,surgical management of functional popliteal entrapment syndrome in athletes
Factors Associated with Microembolization After Carotid Intervention,2018,factors associated with microembolization after carotid intervention
Establishing a Carotid Artery Stenosis Disease Cohort for Comparative Effectiveness Research Using Natural Language Processing,2018,establishing a carotid artery stenosis disease cohort for comparative effectiveness research using natural language processing
Cost Effectiveness of Repeated Interventions on Failing Arteriovenous Fistulas: When is it Time to Start Over?,2018,cost effectiveness of repeated interventions on failing arteriovenous fistulas: when is it time to start over?
Long Term Durability of Oakes Salvage Procedure to Preserve Forearm Dialysis Access in Patients with Failed Brescia,2018,long term durability of oakes salvage procedure to preserve forearm dialysis access in patients with failed brescia
Arteriovenous Fistulas Recruited with Regional Anesthesia Have Comparable Functional Outcomes,2018,arteriovenous fistulas recruited with regional anesthesia have comparable functional outcomes
Outcomes of Hemodialysis Vascular Access in Patients Initiating Dialysis with a Tunneled Catheter,2018,outcomes of hemodialysis vascular access in patients initiating dialysis with a tunneled catheter
Disease-based Observation Cohort Study of Patients with Thoracoabdominal Aortic Aneurysm,2018,disease-based observation cohort study of patients with thoracoabdominal aortic aneurysm
Financial Analysis of Fenestrated Endovascular Aortic Aneurysm Repair at a High-Volume Medical Center,2018,financial analysis of fenestrated endovascular aortic aneurysm repair at a high-volume medical center
Percutaneous Approach to Endovascular Aortic Aneurysm Repair: A Cost-Minimization Study,2018,percutaneous approach to endovascular aortic aneurysm repair: a cost-minimization study
Management of Moderate Thoracic Blunt Aortic Injuries in Patients with Intracranial Hemorrhage,2018,management of moderate thoracic blunt aortic injuries in patients with intracranial hemorrhage
Association of Vascular Surgery Board of the American Board of Surgery Examination Performance with Clinical Outcomes: Experience Matters,2018,association of vascular surgery board of the american board of surgery examination performance with clinical outcomes: experience matters
Early Experience with the Octopus Endovascular Strategy in the Management of Thoracoabdominal Aneurysms,2018,early experience with the octopus endovascular strategy in the management of thoracoabdominal aneurysms
Integrated Residency is Associated with an Increase in Women Among Vascular Surgery Trainees,2018,integrated residency is associated with an increase in women among vascular surgery trainees
Experienced Operators Achieve Superior Primary Patency and Wound Complication Rates with Endoscopic Greater Saphenous Vein Harvest Compared to Open Harvest in Lower Extremity Bypasses,2018,experienced operators achieve superior primary patency and wound complication rates with endoscopic greater saphenous vein harvest compared to open harvest in lower extremity bypasses
Plant-Based Diet Reverses Vascular Endothelial Dysfunction in Patients with Peripheral Arterial Disease,2018,plant-based diet reverses vascular endothelial dysfunction in patients with peripheral arterial disease
Multi-vessel Tibial Revascularization does not Improve Outcomes in Patients with Critical Limb Ischemia,2018,multi-vessel tibial revascularization does not improve outcomes in patients with critical limb ischemia
