Title,Year,Standardized Title
Open And Endovascular Repair For Splenic Artery Aneurysm: 20 Year Experience At Toronto General Hospital,2022,open and endovascular repair for splenic artery aneurysm: 20 year experience at toronto general hospital
Using Machine Learning To Predict Outcomes Following Major Vascular Surgery,2022,using machine learning to predict outcomes following major vascular surgery
Optimal Management Of Infrainguinal Chronic Limb Threatening Ischemia In Patients Lacking Consensus On Initial Revascularization Strategy,2022,optimal management of infrainguinal chronic limb threatening ischemia in patients lacking consensus on initial revascularization strategy
Vascular Compression Disorders in Athletes,2022,vascular compression disorders in athletes
The Impact Of Obesity In Peripheral Arterial Disease Patients Undergoing Revascularization: A Systematic Review And Meta-analysis,2022,the impact of obesity in peripheral arterial disease patients undergoing revascularization: a systematic review and meta-analysis
Severe Inframalleolar Disease Is An Independent Predictor Of Adverse Limb Outcomes After Revascularization In Patients With Chronic Limb-threatening Ischemia,2022,severe inframalleolar disease is an independent predictor of adverse limb outcomes after revascularization in patients with chronic limb-threatening ischemia
"Hospital-, Anesthesiologist-, Surgeon- And Patient-level Variation In Neuraxial Anesthesia Use For Lower Limb Revascularization Surgery: A Population-based Cross-sectional Study",2022,"hospital-, anesthesiologist-, surgeon- and patient-level variation in neuraxial anesthesia use for lower limb revascularization surgery: a population-based cross-sectional study"
Patchless Proximal Profundoplasty And Common Femoral Endarterectomy,2022,patchless proximal profundoplasty and common femoral endarterectomy
A Pilot Study Of Clinical Risk Prediction Of 90-day Reintervention Following Lower Extremity Angioplasty,2022,a pilot study of clinical risk prediction of 90-day reintervention following lower extremity angioplasty
Association Between Complications After Vascular Surgery And Prolonged Postoperative Opioid Use,2022,association between complications after vascular surgery and prolonged postoperative opioid use
Efficacy And Safety Of Secondary Procedures For Maintaining Arteriovenous Hemodialysis Access: A Systematic Review And Bayesian Network Meta-analysis,2022,efficacy and safety of secondary procedures for maintaining arteriovenous hemodialysis access: a systematic review and bayesian network meta-analysis
Assessment Of The Reverse Fragility Index In Vascular Surgery Randomized Controlled Trials With Statistically Non-significant Primary Outcomes,2022,assessment of the reverse fragility index in vascular surgery randomized controlled trials with statistically non-significant primary outcomes
The Emotional Impact And Coping Mechanisms Following Adverse Patient Events Among Canadian Vascular Surgeons And Trainees,2022,the emotional impact and coping mechanisms following adverse patient events among canadian vascular surgeons and trainees
YouTube As A Source Of Patient And Trainee Education In Vascular Surgery,2022,youtube as a source of patient and trainee education in vascular surgery
Utility Of Angiographic Metrics Of Perfusion As A Predictor Of Successful Endovascular Revascularization Of Atherosclerotic Peripheral Vascular Disease,2021,utility of angiographic metrics of perfusion as a predictor of successful endovascular revascularization of atherosclerotic peripheral vascular disease
Multimodal Prehabilitation For Peripheral Arterial Disease: Results Of An In-trial Pilot Randomized Controlled Trial,2021,multimodal prehabilitation for peripheral arterial disease: results of an in-trial pilot randomized controlled trial
Updated Meta-analysis For Paclitaxel In Peripheral Arterial Disease,2021,updated meta-analysis for paclitaxel in peripheral arterial disease
Evaluation Of Factors Associated With Limb Thrombus Formation Post-endovascular Aortic Aneurysm Repair,2021,evaluation of factors associated with limb thrombus formation post-endovascular aortic aneurysm repair
Standardized Approach To Median Arcuate Syndrome And Laparoscopic Release: An Institutional Experience,2021,standardized approach to median arcuate syndrome and laparoscopic release: an institutional experience
Increasing Aortic Coverage Improves Branch Stability In Fenestrated Endovascular Aneurysm Repair,2021,increasing aortic coverage improves branch stability in fenestrated endovascular aneurysm repair
Outcomes Justify The Use Of Branched And Fenestrated Endovascular Devices For Aortic Aneurysm Repair In Octogenarians,2021,outcomes justify the use of branched and fenestrated endovascular devices for aortic aneurysm repair in octogenarians
Female Sex Is Associated With Elevated Early Morbidity And Mortality But Similar Mid-term Survival In Branched/fenestrated Endovascular Aortic Aneurysm Repair,2021,female sex is associated with elevated early morbidity and mortality but similar mid-term survival in branched/fenestrated endovascular aortic aneurysm repair
Introducing A New Concept Of Fixed-volume Aortic Occlusion For Fluoroscopy-free Resuscitative Endovascular Balloon Occlusion Of The Aorta (reboa),2021,introducing a new concept of fixed-volume aortic occlusion for fluoroscopy-free resuscitative endovascular balloon occlusion of the aorta (reboa)
Outcomes Of Off-the-shelf T-branch Stent Grafts In Endovascular Repair Of Thoracoabdominal Aortic Aneurysms,2021,outcomes of off-the-shelf t-branch stent grafts in endovascular repair of thoracoabdominal aortic aneurysms
Safety Of Shunting Strategies During Carotid Endarterectomy,2021,safety of shunting strategies during carotid endarterectomy
The Contemporary Natural History Of Medically Managed Asymptomatic Carotid Artery Stenosis,2021,the contemporary natural history of medically managed asymptomatic carotid artery stenosis
The Impact Of Heparin On Mortality Following Open Ruptured Abdominal Aortic Aneurysm Repair: A Propensity Score-matched Analysis,2021,the impact of heparin on mortality following open ruptured abdominal aortic aneurysm repair: a propensity score-matched analysis
Effect Of Anticoagulation On Evar Outcomes And Development Of Endoleaks,2021,effect of anticoagulation on evar outcomes and development of endoleaks
An Analysis Of Spin In Vascular Surgery Randomized Controlled Trials With Statistically Non-significant Primary Outcomes,2021,an analysis of spin in vascular surgery randomized controlled trials with statistically non-significant primary outcomes
Comparative Cost Analysis Of Ambulatory Versus Inpatient Endovascular Aortic Repair (evar),2021,comparative cost analysis of ambulatory versus inpatient endovascular aortic repair (evar)
Impact Of An Emergency Evar Protocol On Ruptured Abdominal Aortic Aneurysm Mortality: A Single Centre Retrospective Review,2021,impact of an emergency evar protocol on ruptured abdominal aortic aneurysm mortality: a single centre retrospective review
Exploring Estimated Surgical Delay Based On Maximum Acceptable Mortality Risk For Patients With Asymptomatic Abdominal Aortic Aneurysms,2021,exploring estimated surgical delay based on maximum acceptable mortality risk for patients with asymptomatic abdominal aortic aneurysms
Efficacy Of Cold Renal Perfusion Protection For Open Complex Aortic Aneurysm Repair: A Metanalysis,2021,efficacy of cold renal perfusion protection for open complex aortic aneurysm repair: a metanalysis
Dying To Get There: Patients Who Live At Increased Distance From The Tertiary Centre Experience Increased Mortality Following Abdominal Aortic Aneurysm Rupture,2021,dying to get there: patients who live at increased distance from the tertiary centre experience increased mortality following abdominal aortic aneurysm rupture
Antithrombotic Therapy In Females With Peripheral Artery Disease: A Systematic Review And Meta-analysis Of Randomized Controlled Trials,2021,antithrombotic therapy in females with peripheral artery disease: a systematic review and meta-analysis of randomized controlled trials
Trends In Lower Extremity Revascularization And Amputation For Peripheral Artery Disease Over The Last Two Decades: A Population-based Time Series Analysis,2021,trends in lower extremity revascularization and amputation for peripheral artery disease over the last two decades: a population-based time series analysis
Percutaneous Proximal Axillary Artery Versus Femoral Artery Access For Aortic And Peripheral Endovascular Interventions,2021,percutaneous proximal axillary artery versus femoral artery access for aortic and peripheral endovascular interventions
Outcomes After Receipt Of Neuraxial Or Regional Anesthesia Instead Of General Anesthesia For Lower Limb Revascularization Surgery: A Systematic Review And Meta-analysis,2021,outcomes after receipt of neuraxial or regional anesthesia instead of general anesthesia for lower limb revascularization surgery: a systematic review and meta-analysis
Outcomes Following Supraclavicular Thoracic Outlet Decompression With First Rib Resection,2021,outcomes following supraclavicular thoracic outlet decompression with first rib resection
Long-term Outcomes Following Thrombolysis Of Arteriovenous Grafts,2021,long-term outcomes following thrombolysis of arteriovenous grafts
Racial Differences In Presentation Severity And Outcomes For Patients Undergoing Major Vascular Surgery: A Systematic Review And Meta-analysis,2021,racial differences in presentation severity and outcomes for patients undergoing major vascular surgery: a systematic review and meta-analysis
"Stabilin-2 Deficiency Enhances Venous Thrombus Size, Alters Thrombus Composition And Increases Plasma Procoagulant Activity In Mice",2021,"stabilin-2 deficiency enhances venous thrombus size, alters thrombus composition and increases plasma procoagulant activity in mice"
Predictors Of Inferior Vena Cava Filter Retrieval In Population-based Canadian Cohort,2021,predictors of inferior vena cava filter retrieval in population-based canadian cohort
Time Until Elective Operation For Endovascular Aortic Aneurysm Repair In The Canadian Vascular Quality Initiative,2021,time until elective operation for endovascular aortic aneurysm repair in the canadian vascular quality initiative
Utility Of Angiographic Metrics Of Perfusion As A Predictor Of Successful Endovascular Revascularization Of Atherosclerotic Peripheral Vascular Disease,2021,utility of angiographic metrics of perfusion as a predictor of successful endovascular revascularization of atherosclerotic peripheral vascular disease
Multimodal Prehabilitation For Peripheral Arterial Disease: Results Of An In-trial Pilot Randomized Controlled Trial,2021,multimodal prehabilitation for peripheral arterial disease: results of an in-trial pilot randomized controlled trial
Updated Meta-analysis For Paclitaxel In Peripheral Arterial Disease,2021,updated meta-analysis for paclitaxel in peripheral arterial disease
Evaluation Of Factors Associated With Limb Thrombus Formation Post-endovascular Aortic Aneurysm Repair,2021,evaluation of factors associated with limb thrombus formation post-endovascular aortic aneurysm repair
Standardized Approach To Median Arcuate Syndrome And Laparoscopic Release: An Institutional Experience,2021,standardized approach to median arcuate syndrome and laparoscopic release: an institutional experience
Increasing Aortic Coverage Improves Branch Stability In Fenestrated Endovascular Aneurysm Repair,2021,increasing aortic coverage improves branch stability in fenestrated endovascular aneurysm repair
Outcomes Justify The Use Of Branched And Fenestrated Endovascular Devices For Aortic Aneurysm Repair In Octogenarians,2021,outcomes justify the use of branched and fenestrated endovascular devices for aortic aneurysm repair in octogenarians
Female Sex Is Associated With Elevated Early Morbidity And Mortality But Similar Midterm Survival In Branched/fenestrated Endovascular Aortic Aneurysm Repair,2021,female sex is associated with elevated early morbidity and mortality but similar midterm survival in branched/fenestrated endovascular aortic aneurysm repair
Introducing A New Concept Of Fixed-volume Aortic Occlusion For Fluoroscopy-free Resuscitative Endovascular Balloon Occlusion Of The Aorta (reboa),2021,introducing a new concept of fixed-volume aortic occlusion for fluoroscopy-free resuscitative endovascular balloon occlusion of the aorta (reboa)
Outcomes Of Off-the-shelf T-branch Stent Grafts In Endovascular Repair Of Thoracoabdominal Aortic Aneurysms,2021,outcomes of off-the-shelf t-branch stent grafts in endovascular repair of thoracoabdominal aortic aneurysms
Social Deprivation And The Future Of Vascular Surgery,2021,social deprivation and the future of vascular surgery
Safety Of Shunting Strategies During Carotid Endarterectomy,2021,safety of shunting strategies during carotid endarterectomy
The Contemporary Natural History Of Medically Managed Asymptomatic Carotid Artery Stenosis,2021,the contemporary natural history of medically managed asymptomatic carotid artery stenosis
The Impact Of Heparin On Mortality Following Open Ruptured Abdominal Aortic Aneurysm Repair: A Propensity Score-matched Analysis,2021,the impact of heparin on mortality following open ruptured abdominal aortic aneurysm repair: a propensity score-matched analysis
Effect Of Anticoagulation On Evar Outcomes And Development Of Endoleaks,2021,effect of anticoagulation on evar outcomes and development of endoleaks
An Analysis Of Spin In Vascular Surgery Randomized Controlled Trials With Statistically Non-significant Primary Outcomes,2021,an analysis of spin in vascular surgery randomized controlled trials with statistically non-significant primary outcomes
Comparative Cost Analysis Of Ambulatory Versus Inpatient Endovascular Aortic Repair,2021,comparative cost analysis of ambulatory versus inpatient endovascular aortic repair
Impact Of An Emergency Evar Protocol On Ruptured Abdominal Aortic Aneurysm Mortality: A Single Centre Retrospective Review,2021,impact of an emergency evar protocol on ruptured abdominal aortic aneurysm mortality: a single centre retrospective review
Exploring Estimated Surgical Delay Based On Maximum Acceptable Mortality Risk For Patients With Asymptomatic Abdominal Aortic Aneurysms,2021,exploring estimated surgical delay based on maximum acceptable mortality risk for patients with asymptomatic abdominal aortic aneurysms
Efficacy Of Cold Renal Perfusion Protection For Open Complex Aortic Aneurysm Repair: A Metanalysis,2021,efficacy of cold renal perfusion protection for open complex aortic aneurysm repair: a metanalysis
Dying To Get There: Patients Who Live At Increased Distance From The Tertiary Centre Experience Increased Mortality Following Abdominal Aortic Aneurysm Rupture,2021,dying to get there: patients who live at increased distance from the tertiary centre experience increased mortality following abdominal aortic aneurysm rupture
Antithrombotic Therapy In Females With Peripheral Artery Disease: A Systematic Review And Meta-analysis Of Randomized Controlled Trials,2021,antithrombotic therapy in females with peripheral artery disease: a systematic review and meta-analysis of randomized controlled trials
Trends In Lower Extremity Revascularization And Amputation For Peripheral Artery Disease Over The Last Two Decades: A Population-based Time Series Analysis,2021,trends in lower extremity revascularization and amputation for peripheral artery disease over the last two decades: a population-based time series analysis
Percutaneous Proximal Axillary Artery Versus Femoral Artery Access For Aortic And Peripheral Endovascular Interventions,2021,percutaneous proximal axillary artery versus femoral artery access for aortic and peripheral endovascular interventions
Outcomes After Receipt Of Neuraxial Or Regional Anesthesia Instead Of General Anesthesia For Lower Limb Revascularization Surgery: A Systematic Review And Meta-analysis,2021,outcomes after receipt of neuraxial or regional anesthesia instead of general anesthesia for lower limb revascularization surgery: a systematic review and meta-analysis
Outcomes Following Supraclavicular Thoracic Outlet Decompression With First Rib Resection,2021,outcomes following supraclavicular thoracic outlet decompression with first rib resection
Prospective Nonrandomized Study To Evaluate The Role Of Aorto-iliac Arterial Pressure Gradient Following Evar As An Intraoperative Screening Tool To Detect Iliac Limb Complication,2021,prospective nonrandomized study to evaluate the role of aorto-iliac arterial pressure gradient following evar as an intraoperative screening tool to detect iliac limb complication
Textbook Outcome Following Revascularization For Peripheral Artery Disease: A Multicenter Retrospective Cohort Study,2021,textbook outcome following revascularization for peripheral artery disease: a multicenter retrospective cohort study
Utilizing Machine Learning Algorithms To Identify Anemic Patients For Risk Stratification Prior To Vascular Surgery,2021,utilizing machine learning algorithms to identify anemic patients for risk stratification prior to vascular surgery
Technique Versus Judgement In The Outcomes Of Endo Taaa Repair,2021,technique versus judgement in the outcomes of endo taaa repair
Long-term Outcomes Following Thrombolysis Of Arteriovenous Grafts,2021,long-term outcomes following thrombolysis of arteriovenous grafts
Racial Differences In Presentation Severity And Outcomes For Patients Undergoing Major Vascular Surgery: A Systematic Review And Meta-analysis,2021,racial differences in presentation severity and outcomes for patients undergoing major vascular surgery: a systematic review and meta-analysis
"Stabilin-2 Deficiency Enhances Venous Thrombus Size, Alters Thrombus Composition And Increases Plasma Procoagulant Activity In Mice",2021,"stabilin-2 deficiency enhances venous thrombus size, alters thrombus composition and increases plasma procoagulant activity in mice"
Predictors Of Inferior Vena Cava Filter Retrieval In Population-based Canadian Cohort,2021,predictors of inferior vena cava filter retrieval in population-based canadian cohort
Time Until Elective Operation For Endovascular Aortic Aneurysm Repair In The Canadian Vascular Quality Initiative,2021,time until elective operation for endovascular aortic aneurysm repair in the canadian vascular quality initiative
Reassessing The Operative Threshold For Abdominal Aortic Aneurysm Repair In The Context Of Covid-19,2020,reassessing the operative threshold for abdominal aortic aneurysm repair in the context of covid-19
The Effect Of Socioeconomic Status On Patients Undergoing Elective Aaa Repair In A Publicly Funded Healthcare System,2020,the effect of socioeconomic status on patients undergoing elective aaa repair in a publicly funded healthcare system
Era Of Infrarenal Endovascular Aortic Aneurysm Repair Predicts Preoperative Anatomic Severity And Short-term Patient Outcomes,2020,era of infrarenal endovascular aortic aneurysm repair predicts preoperative anatomic severity and short-term patient outcomes
Implementation Of ‘code Aaa’ Expedites Management Of Patients With Ruptured Abdominal Aortic Aneurysm,2020,implementation of ‘code aaa’ expedites management of patients with ruptured abdominal aortic aneurysm
In Situ Reconstruction With Custom-made Bovine Pericardial Grafts For Aortic Graft Infections And Infected Aortic Aneurysms,2020,in situ reconstruction with custom-made bovine pericardial grafts for aortic graft infections and infected aortic aneurysms
A Single Center Study On Paclitaxel-coated Balloons In The Treatment Of Femoropopliteal Disease – Efficacy And Mortality,2020,a single center study on paclitaxel-coated balloons in the treatment of femoropopliteal disease – efficacy and mortality
Peripheral Artery Disease Patients With Chronic Limb Threatening Ischemia Show Altered Blood Microbiota Composition As Compared With Intermittent Claudication,2020,peripheral artery disease patients with chronic limb threatening ischemia show altered blood microbiota composition as compared with intermittent claudication
Canadian Acute Limb Ischemia Registry (canalise I): A Retrospective Cohort Examining Medication Use Following Non-traumatic Acute Limb Ischemia,2020,canadian acute limb ischemia registry (canalise i): a retrospective cohort examining medication use following non-traumatic acute limb ischemia
An Investigation Of Psoas Muscle Area As A Predictor Of Outcomes In Patients Undergoing Lower Limb Revascularization,2020,an investigation of psoas muscle area as a predictor of outcomes in patients undergoing lower limb revascularization
The Contemporary Clinical Course Of Patients With Intermittent Claudication,2020,the contemporary clinical course of patients with intermittent claudication
Novel Physician-modified Steerable Endovascular Catheter,2020,novel physician-modified steerable endovascular catheter
"The Vascular Econsult. An Efficient, Useful, And Economical Tool For Primary Care Physicians To Interact With A Vascular Specialist, For Proper Care Of The Vascular Patient",2020,"the vascular econsult. an efficient, useful, and economical tool for primary care physicians to interact with a vascular specialist, for proper care of the vascular patient"
Intraoperative Simultaneous Limb Perfusion Monitoring (instant) Study,2020,intraoperative simultaneous limb perfusion monitoring (instant) study
Evaluation Of Hydrophilic Polymer Embolization From Endovascular Sheath Devices In An In Vitro Perfusion System,2020,evaluation of hydrophilic polymer embolization from endovascular sheath devices in an in vitro perfusion system
Vascular Complications With Extracorporeal Membrane Oxygenation (ecmo),2020,vascular complications with extracorporeal membrane oxygenation (ecmo)
Burnout And Career Satisfaction Amongst Canadian Vascular Surgeons: A Cross-sectional Study,2020,burnout and career satisfaction amongst canadian vascular surgeons: a cross-sectional study
A Comparison Of Outcomes Between Open And Endovascular Arteriovenous Access Creation For Hemodialysis,2020,a comparison of outcomes between open and endovascular arteriovenous access creation for hemodialysis
Revascularization Versus Best Medical Therapy For The Management Of Asymptomatic Carotid Artery Stenosis In Females: A Systematic Review And Meta-analysis,2020,revascularization versus best medical therapy for the management of asymptomatic carotid artery stenosis in females: a systematic review and meta-analysis
Cannabis Use Disorder And Perioperative Outcomes In Vascular Surgery,2020,cannabis use disorder and perioperative outcomes in vascular surgery
"Association Between Attempted Arteriovenous Fistula Creation And Mortality In Patients Starting Hemodialysis Via A Catheter: A Multicenter, Canadian, Retrospective Cohort Study",2020,"association between attempted arteriovenous fistula creation and mortality in patients starting hemodialysis via a catheter: a multicenter, canadian, retrospective cohort study"
Reassessing The Operative Threshold For Abdominal Aortic Aneurysm Repair In The Context Of Covid-19,2020,reassessing the operative threshold for abdominal aortic aneurysm repair in the context of covid-19
The Effect Of Socioeconomic Status On Patients Undergoing Elective Aaa Repair In A Publicly Funded Healthcare System,2020,the effect of socioeconomic status on patients undergoing elective aaa repair in a publicly funded healthcare system
Era Of Infrarenal Endovascular Aortic Aneurysm Repair Predicts Preoperative Anatomic Severity And Short-term Patient Outcomes,2020,era of infrarenal endovascular aortic aneurysm repair predicts preoperative anatomic severity and short-term patient outcomes
Implementation Of ‘code Aaa’ Expedites Management Of Patients With Ruptured Abdominal Aortic Aneurysm,2020,implementation of ‘code aaa’ expedites management of patients with ruptured abdominal aortic aneurysm
In Situ Reconstruction With Custom-made Bovine Pericardial Grafts For Aortic Graft Infections And Infected Aortic Aneurysms,2020,in situ reconstruction with custom-made bovine pericardial grafts for aortic graft infections and infected aortic aneurysms
A Single Center Study On Paclitaxel-coated Balloons In The Treatment Of Femoropopliteal Disease – Efficacy And Mortality,2020,a single center study on paclitaxel-coated balloons in the treatment of femoropopliteal disease – efficacy and mortality
Peripheral Artery Disease Patients With Chronic Limb Threatening Ischemia Show Altered Blood Microbiota Composition As Compared With Intermittent Claudication,2020,peripheral artery disease patients with chronic limb threatening ischemia show altered blood microbiota composition as compared with intermittent claudication
Canadian Acute Limb Ischemia Registry (canalise I): A Retrospective Cohort Examining Medication Use Following Non-traumatic Acute Limb Ischemia,2020,canadian acute limb ischemia registry (canalise i): a retrospective cohort examining medication use following non-traumatic acute limb ischemia
An Investigation Of Psoas Muscle Area As A Predictor Of Outcomes In Patients Undergoing Lower Limb Revascularization,2020,an investigation of psoas muscle area as a predictor of outcomes in patients undergoing lower limb revascularization
The Contemporary Clinical Course Of Patients With Intermittent Claudication,2020,the contemporary clinical course of patients with intermittent claudication
Utilizing Carotid Plaque And Plasma-derived Extracellular Vesicle Microrna (evmirna) Content As A Novel Biomarker To Identify At-risk Asymptomatic Carotid Stenosis,2020,utilizing carotid plaque and plasma-derived extracellular vesicle microrna (evmirna) content as a novel biomarker to identify at-risk asymptomatic carotid stenosis
Perioperative Glycemic Control And Wound Complications In Vascular Surgery,2020,perioperative glycemic control and wound complications in vascular surgery
Contemporary Outcomes Of Revascularization For Peripheral Arterial Disease In The Province Of Ontario,2020,contemporary outcomes of revascularization for peripheral arterial disease in the province of ontario
Novel Physician-modified Steerable Endovascular Catheter,2020,novel physician-modified steerable endovascular catheter
"The Vascular Econsult. An Efficient, Useful, And Economical Tool For Primary Care Physicians To Interact With A Vascular Specialist, For Proper Care Of The Vascular Patient",2020,"the vascular econsult. an efficient, useful, and economical tool for primary care physicians to interact with a vascular specialist, for proper care of the vascular patient"
Intraoperative Simultaneous Limb Perfusion Monitoring (instant) Study,2020,intraoperative simultaneous limb perfusion monitoring (instant) study
Evaluation Of Hydrophilic Polymer Embolization From Endovascular Sheath Devices In An In Vitro Perfusion System,2020,evaluation of hydrophilic polymer embolization from endovascular sheath devices in an in vitro perfusion system
Vascular Complications With Extracorporeal Membrane Oxygenation (ecmo),2020,vascular complications with extracorporeal membrane oxygenation (ecmo)
Burnout And Career Satisfaction Amongst Canadian Vascular Surgeons: A Cross-sectional Study,2020,burnout and career satisfaction amongst canadian vascular surgeons: a cross-sectional study
A Comparison Of Outcomes Between Open And Endovascular Arteriovenous Access Creation For Hemodialysis,2020,a comparison of outcomes between open and endovascular arteriovenous access creation for hemodialysis
Revascularization Versus Best Medical Therapy For The Management Of Asymptomatic Carotid Artery Stenosis In Females: A Systematic Review And Meta-analysis,2020,revascularization versus best medical therapy for the management of asymptomatic carotid artery stenosis in females: a systematic review and meta-analysis
Cannabis Use Disorder And Perioperative Outcomes In Vascular Surgery,2020,cannabis use disorder and perioperative outcomes in vascular surgery
Association Between Attempted Arteriovenous Fistula Creation And Mortality In Patients Starting Hemodialysis Via A Catheter,2020,association between attempted arteriovenous fistula creation and mortality in patients starting hemodialysis via a catheter
A Systematic Review and Meta-Analysis of Endovascular Juxtarenal Aortic Aneurysm Repair Demonstrates Lower Perioperative Mortality Compared to Open Repair,2019,a systematic review and meta-analysis of endovascular juxtarenal aortic aneurysm repair demonstrates lower perioperative mortality compared to open repair
Early and Late Population-based Thoracoabdominal Aortic Aneurysm Outcomes Following Endovascular and Open Repair,2019,early and late population-based thoracoabdominal aortic aneurysm outcomes following endovascular and open repair
Health Care Costs of Endovascular Compared to Open Thoracoabdominal Aortic Aneurysm Repair,2019,health care costs of endovascular compared to open thoracoabdominal aortic aneurysm repair
Evaluation of Aortic Zone 2 Landing Accuracy During TEVAR Following CarotidSubclavian Revascularization,2019,evaluation of aortic zone 2 landing accuracy during tevar following carotidsubclavian revascularization
Local and Regional Management Variation after Acute Type B Aortic Dissection Accompanies Regional Disparities in Post Dissection Mortality in Ontario,2019,local and regional management variation after acute type b aortic dissection accompanies regional disparities in post dissection mortality in ontario
Impact of Thoracic Endovascular Aortic Repair Timing on Aortic Remodeling in Type B Aortic Intramural Hematoma,2019,impact of thoracic endovascular aortic repair timing on aortic remodeling in type b aortic intramural hematoma
Performance Assessment of a Novel Steering Catheter for Crossing Peripheral Arterial Occlusions,2019,performance assessment of a novel steering catheter for crossing peripheral arterial occlusions
Physiologic Response Predicts Freedom from Reintervention More Accurately than Angiogram following Endovascular Revascularization for Peripheral Vascular Disease,2019,physiologic response predicts freedom from reintervention more accurately than angiogram following endovascular revascularization for peripheral vascular disease
Concomitant Iliac Endovascular Procedure Does Not Adversely Affect Outcomes During Lower Extremity Infrainguinal Bypass,2019,concomitant iliac endovascular procedure does not adversely affect outcomes during lower extremity infrainguinal bypass
Type of Anesthesia For Lower Extremity Arterial Revascularization Surgery: A Population-Based Comparative Effectiveness Study,2019,type of anesthesia for lower extremity arterial revascularization surgery: a population-based comparative effectiveness study
Future Demands For Vascular Care: A Census-Based Analysis ,2019,future demands for vascular care: a census-based analysis 
Medicolegal Claims in Vascular Surgery in Canada from 2009-2018,2019,medicolegal claims in vascular surgery in canada from 2009-2018
Discrepancies in Research Productivity Among Canadian Surgical Specialties ,2019,discrepancies in research productivity among canadian surgical specialties 
The Physical Toll of Working in Operating Rooms: A Survey of the Canadian Society of Vascular Surgery,2019,the physical toll of working in operating rooms: a survey of the canadian society of vascular surgery
Incidence of Diagnostic Error in Peripheral Vascular Disease Among Primary Care Physicians,2019,incidence of diagnostic error in peripheral vascular disease among primary care physicians
Population-based long-term outcomes of open versus endovascular aortic repair of ruptured abdominal aortic aneurysms,2019,population-based long-term outcomes of open versus endovascular aortic repair of ruptured abdominal aortic aneurysms
A systematic review and meta-analysis of the long-term outcomes of endovascular versus open repair of abdominal aortic aneurysm,2019,a systematic review and meta-analysis of the long-term outcomes of endovascular versus open repair of abdominal aortic aneurysm
Association Between Prosthetic Graft Infections and Postoperative Procedures After Aortic Repair: A Retrospective Cohort Study,2019,association between prosthetic graft infections and postoperative procedures after aortic repair: a retrospective cohort study
The Correlation of Regional Health Care Utilization and Rates of Amputation Due to Diabetes and Peripheral Arterial Disease,2019,the correlation of regional health care utilization and rates of amputation due to diabetes and peripheral arterial disease
Platelet Function Analyzer - An Effective Tool in Predicting Aspirin Sensitivity in Patients with Peripheral Artery Disease,2019,platelet function analyzer - an effective tool in predicting aspirin sensitivity in patients with peripheral artery disease
The Development and Validation of a Simulated Competency Assessment in Diabetic Wound Management,2019,the development and validation of a simulated competency assessment in diabetic wound management
Do initial radiographic results of atherectomy predict requirement for reintervention?,2019,do initial radiographic results of atherectomy predict requirement for reintervention?
Pharmacologic Leg Pain: An Unrecognized Cause Of Claudication,2019,pharmacologic leg pain: an unrecognized cause of claudication
Autologous Stem Cell Treatment For Cli Patients With No Revascularization Options: An Update Of The Hemostemix Acp-01 Trial With 4.5 Year Followup,2019,autologous stem cell treatment for cli patients with no revascularization options: an update of the hemostemix acp-01 trial with 4.5 year followup
Risk Factors for Surgical Site Infection After Lower Extremity Arterial Revascularization Surgery: A Systematic Review and Meta-Analysis,2019,risk factors for surgical site infection after lower extremity arterial revascularization surgery: a systematic review and meta-analysis
Pulsed and Heated Perfusion in a Human Cadaveric Model: A Reliable and Reproducible Device for Improving Endovascular Skills,2019,pulsed and heated perfusion in a human cadaveric model: a reliable and reproducible device for improving endovascular skills
Remote video-based assessment of open vascular skills,2019,remote video-based assessment of open vascular skills
The burden of Academic Spam ,2019,the burden of academic spam 
Malnutrition and Mortality in Frail and Non-Frail Older Adults Undergoing Interventions for Peripheral Arterial Disease,2019,malnutrition and mortality in frail and non-frail older adults undergoing interventions for peripheral arterial disease
Development and endovascular optical imaging of a porcine model of advanced atherosclerosis,2019,development and endovascular optical imaging of a porcine model of advanced atherosclerosis
Exploring the Utility of Brain Natriuretic Peptide Measurement in Vascular Surgery,2019,exploring the utility of brain natriuretic peptide measurement in vascular surgery
Optimizing Preoperative Cardiac Risk Stratification for Aortic Surgery,2019,optimizing preoperative cardiac risk stratification for aortic surgery
Evaluating the Role of Preoperative Medicine Consults on Clinical Outcomes in Vascular Surgery Patients,2019,evaluating the role of preoperative medicine consults on clinical outcomes in vascular surgery patients
A Shared Decision Making Approach to Prescribing ASA + Anticoagulant Management in Peripheral Artery Disease: The Role of a Vascular Profile,2019,a shared decision making approach to prescribing asa + anticoagulant management in peripheral artery disease: the role of a vascular profile
Endovenous Deep Vein Valve Creation for the Treatment of Chronic Venous Insufficiency,2019,endovenous deep vein valve creation for the treatment of chronic venous insufficiency
Comparison of Endovenous Interventions versus Stripping and Ligation for Varicose Veins Arising from the Popliteal Fossa,2019,comparison of endovenous interventions versus stripping and ligation for varicose veins arising from the popliteal fossa
Radiographic and Functional Outcomes of Vascular Thoracic Outlet Decompressive Surgery: Is There a Benefit?,2019,radiographic and functional outcomes of vascular thoracic outlet decompressive surgery: is there a benefit?
Functional Durability of Hemodialysis Access,2019,functional durability of hemodialysis access
Risk Factors and Outcomes of Revisions on Arteriovenous Hemodialysis Access,2019,risk factors and outcomes of revisions on arteriovenous hemodialysis access
