Title,Year,Standardized Title
"Sex Disparities in Prevention, Treatment and Outcomes in CLTI Patients",2022,trends of vascular surgery training and education in arab world
An Overview of Social Determinants of Health in Patients with CLTI,2022,managing trauma to the head and neck vessels
Implementation Strategies to Address Disparities in Limb Salvage,2022,"the mangled extremity: who, what and where"
Application of Remote Patient Monitoring and Telehealth for CLTI Patients,2022,central abdominal aortic and venous injury
Community Engagement to Improve DFU and CLTI Care,2022,thoracic vascular injury
TCAR: The Road to Standard of Care,2022,rare but complex trauma populations
Failed EVAR - When to Convert to Open Surgery: Complete Explant or Preserve the Endograft (Semi-Conversion) - Where is the Data?,2022,who and how to follow trauma patients
Type 2 Endoleak with Sac Expansion after EVAR: What Do I Do? Open Repair or More Endo? How Many Endo Attempts are Enough Before I Convert?,2022,nitric oxide signaling and pad: from genetics to bedside
Type 1a Endoleak after Failed EVAR: What Went Wrong and What Do I Do Now?,2022,surgical outcomes for occluded venous thoracic outlet syndrome following transaxillary first rib resection
Type 1b Endoleak after Failed EVAR: What Went Wrong and What Do I Do Now?,2022,endoscopic trans-axillary first rib resection
Failed EVAR with a Previous Parallel Endograft (“Chimney”) Approach: How Do I Solve this Mess without Killing the Patient?,2022,progression of peripheral artery disease severity after interventions for intermittent claudication
"Failed Fenestrated EVAR with Type 1a, 1c and/or 3c Endoleaks - What Next?",2022,the impact of femoropopliteal chronic total occlusions on comparative outcomes of endovascular revascularization and bypass for intermittent claudication
"The OBL: A Venue that Provides Value, Quality and Needed Outpatient Vascular Care",2022,bypass despite patent endovascular treated arterial segments in patients with tissue loss
The ESRD Lifeline: How OBLs Provide Timely and Cost-effective ESRD Access Care,2022,long-term outcomes of great saphenous vein harvest techniques for infrainguinal arterial bypass in a medicare-matched registry database
The Value of Patient Satisfaction: Quality Outcomes in the OBL with a Patient-centered Focus,2022,incentives and individualized coaching improves completion rates of supervised exercise therapy for claudication
How the OBL Provides Value to the Community and its Hospital Systems,2022,institutional experience with a limb salvage quality improvement initiative addressing length of stay and readmissions
OBL Financial Stability: Protecting Reimbursement and Cutting Costs,2022,"a standardized, scalable & automated open-source ct aaa diameter measurement tool using deep learning"
Update on the SVS/ACS Verification Program and its Potential in Support of SOOVC Goals,2022,comparison of bridging stents used with fenestrations during fenestrated/branched endovascular aortic aneurysm repair (fb-evar)
Sustained Benefit of Endovascular Intervention for Transplant Renal Artery Stenosis,2022,endovascular revascularization outcomes in octo- & nonagenarians with critical limb-threatening ischemia from a single acute vascular surgery care center
Machine Learning Model of Clinical Risk Factors and Peripheral Calcium Scoring on Computed Tomography for the Prediction of Amputation in Patients with Peripheral Arterial Disease,2022,a1c improvement does not correspond with improved long-term outcomes for diabetic foot wounds in patients with peripheral arterial disease
One Year Outcomes of TransCarotid Artery Revascularization versus Carotid Endarterectomy in Medicare Database,2022,comparative analysis of stroke rates in arch tevar: total endovascular repair plagued by high stroke rates
The Relationship Between Physician and Center Case Volume on Outcomes of TransCarotid Artery Revascularization,2022,duplex screening for renal artery stenosis plus selective 2nd trimester angioplasty to reduce maternal morbidity and improve pregnancy outcomes among women with hypertensive disorders of pregnancy
Critical Limb Ischemia Due to Aorto Iliac and Infrainguinal Artery Disease: Does Extensive Revascularization Warrant Limb Salvage?,2022,reliability of b-mode ultrasound carotid plaque characterization in the crest-2 trial
The Ultimate Operative Protocol to Accomplish CO2-EVAR: Results from an Interventional Multicentric Study,2022,the effect of palliative care involvement in vascular patients at end-of-life
Arterial Thromboemboli in Hospitalized COVID-19 Patients: A Multi-center Experience,2022,reduction of abdominal aortic aneurysm rupture by modulating smooth muscle cell phenotype switching
Aortic Biomechanics and Early Sac Regression After Endovascular Aneurysm Repair,2022,nearly one-third of medicare patients presenting with acute ischemic stroke to emergency departments fail to receive guideline-recommended carotid imaging
Does Surgical Companionship Modify the Learning Curve of Fenestrated And/or Branched Endovascular Aortic Repair?,2022,outcomes of bridging stentgraft through the suprarenal fixation stent of previous evar in complex endovascular aortic treatment
Early Outcomes of a Novel Off-the-Shelf Preloaded Inner Branch Endograft for the Treatment of Complex Aortic Pathologies in the ItaliaN Branched Registry of E-nside EnDograft (INBREED),2022,state of pad care in the us
Neutrophil-to-Lymphocyte Ratio Could Predict Outcome in Patients Presenting with Acute Limb Ischemia,2022,five year outcomes of the preserve ii zenith iliac branch pivotal clinical trial
Predictors of Early and Late Failure after Contemporary Standard EVAR Procedures,2022,utilization of percutaneous closure devices for large bore arterial access in genetic aortopathy patients does not result in increased rates of femoral cutdown or access site complications
Median Arcuate Ligament Release with Celiac Ganglionectomy for Management of Chronic Disabling Abdominal Pain in Patients With and Without Celiac Artery Compression - A Case Series,2022,0.35-mm lead-equivalent aprons provide similar radiation protection to interventionalists compared to 0.5-mm lead-equivalent aprons during fluoroscopically guided interventions
Using a Supervised Learning Algorithm to Predict Post-Operative Treatment Failure in Patients with Cardiovascular Disease via Passive Monitoring,2022,cone-beam computed tomography during fenestrated endovascular aortic repair avoids a significant number of structural defects that would otherwise demand reinterventions
Outcomes of Complex Endovascular Treatment of Post-Dissection Aneurysms,2022,prediction of renal function decline after endovascular aortic repair using three-dimensional image analysis
Minimally Invasive ALIF: How I Do It and Available Retractors,2022,endovascular ascending aortic repair with innominate flaring: a modified technique to correct stent graft mismatch
How I Handle L4-5 and Difficult Vascular Anatomy,2022,high limb salvage rate and improved quality of life following aspiration thrombectomy with indigo for lower-extremity acute limb ischemia: 12-month results from the stride study
Pre-operative Risk Assessment: Do We Need to See These Patients and How to Risk-stratify Them,2022,mortality following intervention for acute arterial mesenteric ischemia remains unchanged in-spite of escalating use of endovascular revascularization
When to Use the Oblique Corridor: Advantages and Disadvantages to This Approach,2022,drilling into semi-annual regional reports
"Lumbar Spine Exposure Complications: Limiting, Identifying and Managing Them",2022,tevar/complex evar claims audit
The Value of Anterior Column Lumbar Exposure from a Spine Surgeon Perspective,2022,data validation: developing a standard inter-rater review process for the vqi registry
"Properly Valuing Yourself: Salary, Call Pay and More",2022,svs pso source data audit update
Family Support Considerations to Complement Your Career,2022,hda panel discussion
Choose Your Partners Carefully: They are the Second Most Important People in Your Life,2022,aortic panel discussion
"Institutional Support: How to Identify and Manage Malignant Settings, Toxic Leadership, Difficult Partners and Turf Wars",2022,carotid panel discussion
Managing Your Time: The Four Burners Theory and Other Methods,2022,lower extremity panel discussion
Physician-Led Amputee Care Program Improves Clinical Outcomes,2022,value of participation in vqi venous registries
Advanced Surgical Techniques Preserve Patient Mobility,2022,venous panel discussion
The Economics of Adding a Prosthetic Service Line,2022,"esvs: global burden, pattern and management of clti patients across the globe"
Taming Thromboinflammation: Molecular Insights and Potential Therapies to Prevent Infection-related Thrombosis,2022,"svs: tailoring cea, tcar and tf-cas to improve clinical and cognitive outcomes"
Female Gender is Associated with Lower Quality of Life in Patients with Chronic Limb Threatening Ischemia as Determined by Review of BEST-CLI Patients,2022,vsi: tibial arteries angioplasty indian scenario
WIfI Staging and Long-term Outcomes After Infrainguinal Revascularization for Chronic Limb-threatening Ischemia,2022,jsvs: remodeling of proximal zone and sac shrinkage after evar or fevar
Percutaneous Bypass for Treatment of Long-Segment Femoropopliteal Disease: 12 Month Results from the DETOUR 2 Trial,2022,vassa: training vascular surgeons - challenge we face in africa
Optimal Timing of Operative Intervention for High Grade Carotid Injuries in Patients with Blunt Trauma: A Nationwide Analysis of Trauma Quality Improvement Program,2022,alcva: hybrid operations for aortic arch aneurysms
"The Measurable Impact of a Diversity, Equity, and Inclusion Editor on Diversifying Content and Perspectives Represented in the Journal of Vascular Surgery",2022,anzsvs: challenges for remote area vascular care facing the anzsvs
Persistent Racial Discrimination Amongst Vascular Surgery Trainees Threatens Wellness,2022,asvs: insights from endovascular repair of the arch using custom-branded endografts
Iliac Vein Stenting Outcomes for Patients with Superficial Venous Insufficiency Concurrent with Deep Venous Disease,2022,endothelial cells establish focused communication with surrounding vascular cells through compartment-directed release of extracellular vesicles containing distinct cargo
Guideline Update: Thoracic Endovascular Aortic Repair for Descending Thoracic Aortic Aneurysms,2022,understanding and improving risk assessment of abdominal aortic aneurysm growth using statistical shape modeling of the infrarenal aorta
Surgeons as Hospital Administrators: An Antidote to Burnout & Benefit for the Healthcare System,2022,carotid revascularization improves mood in depressed patients with advanced carotid disease
"Outcomes of Median Arcuate Ligament Release in an International, Multi-Institutional Cohort",2022,assessment of bleeding risk in patients being considered for vte pharmacoprophylaxis in a large nationwide cohort
Angiotensin Converting Enzyme Inhibitors is Superior to Beta Blockers in Preventing Mortality and Aneurysmal Rupture Following Open and Endovascular Aneurysm Repair,2022,perceptions of the shared learning environment by vascular and general surgery residents
Beta Blockers are Associated with Decreased 30-Day Postoperative Stroke Risk Following Both Carotid Stenting and Endarterectomy in Patients with Hypertension,2022,comparative analysis of reinterventions after lower extremity revascularization between the sexes
A Novel Nerve Isolation Technique for Targeted Muscle Reinnervation During Below Knee Amputation,2022,long-term outcomes in the smoking claudicant after elective lower extremity bypass
Operative- and Long-Term Outcomes of Combined and Staged Carotid Endarterectomy and Coronary Bypass: A Medicare-linked VQI/VISION Analysis,2022,endovascular thermal septotomy for chronic post-dissection aneurysms
Intraoperative Systemic Heparin is Safe for Treatment of Blunt Thoracic Aortic Injury with Concomitant Traumatic Brain Injury,2022,a thousand miles starts with a single step: building a team to improve the functional recovery following major lower extremity amputation
Improved Short and Long-term Survival with Catheter Directed Therapies over Medical Management in Patients with Submassive Pulmonary Embolism - A Retrospective Matched Cohort Study,2022,targeted muscle re-innervation: a surgical treatment for phantom limb pain
Post-Operative Complications and Their Association with Post-Traumatic Stress Disorder in Academic Vascular Surgeons,2022,engaging with patients and families to confront the possibility of amputation for chronic limb-threatening ischemia
Guideline Update: Chronic Mesenteric Ischemia,2022,limb alert: not just another cold leg
Quality Improvement: What is it and Why is it Important?,2022,pad q&a
"Providing the Best Care for My Patients, and Saving Money",2022,neo-aortoiliac system procedure to replace an infected abdominal aorta: a case study
So You Don’t Have a Registry: Now What?,2022,management of thoracic aortic disease: update on guidelines
"What is SVSF VISTA and How Can SVS Members, Trainees, and Students Get Involved?",2022,aorta pathology
Disparities in Access to Care for Limb Salvage: The Oklahoma Project,2022,aortic disease q&a
Targeted Outreach in Vascular Deserts to Improve Outcomes for Chronic Limb Threatening Ischemia,2022,tcar
A Patient-centered Approach to Reduce Diabetes-related Lower Extremity Amputations among Underrepresented Minorities,2022,ivc filter reconstruction
Collaborations with Other Professional Societies Related to Vascular Diseases in Underserved Communities,2022,dialysis access
Industry Response to Collaboration on Vascular Care for Underserved Communities,2022,the importance of tracking 30-day follow-up
A Trauma Surgeon’s Perspective on the Landscape of Vascular Injury Management,2022,implementation and dissemination of frailty assessment within the vascular surgery clinic workflow
A Vascular Surgeon’s Perspective on the Landscape of Vascular Injury Management,2022,update on adding frailty variables to vqi registries
Vascular Injury Management in Non-Urban Areas & Community-based Centers,2022,a comprehensive multi-disciplinary inpatient-based approach to smoking cessation for patients with vascular disease
"How Best to Train for Vascular Injury Management: Which Residency, Which Fellowship(s)?",2022,treating smoking in vascular patients: an essential component of care
DoD Considerations: How to Train and Maintain for Treatment of Wartime Vascular Injury,2022,the svs vqi's new national quality initiative
Pro: We Need National Consensus and Standards to Optimize Outcomes,2022,registry operations update from fivos
Con: We Do Not Need National Consensus and Standards - They’re Not Feasible and Don’t Impact Care,2022,a social media campaign to promote safe techniques in femoral access
Existing and Future Practice Guidelines for Vascular Injury,2022,vqi fellows in training program update and awards
Evolution of Endovascular Treatment of Vascular Injury,2022,ten years of vqi participation: a single systems experience
Pro: General and Trauma Surgeons Should Take Lead in Vascular Injury Management,2022,improving device identification in the vqi
Con: General and Trauma Surgeons Have No Business Treating Vascular Injury,2022,update of svs pso risk calculators
The RPVI Test,2022,vqi national update
Ultrasound Physics,2022,registry reporting tour and cedaron update
Basic Ultrasound Interpretation,2022,aco goals can significantly increase use of qi tools (such as aortic diagrams)
Cerebrovascular,2022,early results of patient-reported outcomes for peripheral vascular interventions for claudication
Abdominal,2022,quarterly long-term follow-up notifications and vqi ltfu epic templates improve overall long-term follow-up in vqi
Peripheral Duplex,2022,templated note for improved vascular quality initiative data acquisition
Peripheral Physiologic,2022,epic data automation pilot: a precursor to a national launch
Deep Venous,2022,update on data automation with cerner and fivos
Venous Insufficiency,2022,updates and recommendations on rac proposals
Introduction and Overview of Community Interventions,2022,rapid fire: prior endovascular intervention is not associated with unfavorable outcomes in infrainguinal bypass surgery
The Oklahoma Redbud Tree in Multidisciplinary Research and Community Outreach,2022,rapid fire: what does vqi inform us about below-the-knee vs above-knee treatment of varicose veins?
A Community-engaged Project to Prevent Diabetes and Vascular Disease-related Amputation in Rural West Virginia,2022,rapid fire: who requires an admission for claudication interventions?
Collaborators not Cases: Engaging Patients in Research,2022,rapid fire: using machine learning to predict outcomes following carotid endarterectomy
Implementation and Clinical Outcomes of a Large-Scale Population-Based Abdominal Aortic Aneurysm Screening Program: A Cohort Study,2021,rapid fire: risk factors for cerebral hyperperfusion syndrome following carotid revascularization
Long-Term Outcomes of Carotid Endarterectomy versus Transfemoral Carotid Artery Stenting in the VQI-VISION Database,2021,rapid fire: basic vein fistulas - two-stage versus single-stage
In-situ Bypass Provides Superior Re-infection Free Survival Compared to Extra-Anatomic Bypass When Used in the Management of Secondary Aortic Graft Infections,2021,rapid fire: african americans present with worse stage of chronic venous insufficiency and have least improvement from ablation therapy
Fostering the Vascular Surgeon-Scientist: A 20-Year Analysis of the Society for Vascular Surgery Foundation Mentored Research Career Development Award,2021,rapid fire: anemia is associated with higher mortality and morbidity after thoracic endovascular aortic repair
Coronavirus Induces Diabetic Macrophage-mediated Inflammation via IFNꞵ Regulation of SETDB2,2021,rapid fire: lower extremity revascularization in octogenarians and nonagenarians for intermittent claudication
Open Repair of a Coxiella Burnetii Associated Abdominal Aortic Endovascular Stent Graft Infection with a Cryopreserved Allograft Using Visceral Artery Pump Perfusion,2021,rapid fire: vascular quality initiative physician attitudes toward patient-reported outcome measures for peripheral arterial disease
Efficacy of Rivaroxaban and Aspirin in PAD Patients with Venous and Prosthetic Surgical Bypass Conduits: Insights from the VOYAGER PAD Trial,2021,mortality and morbidity following initiation of anti-coagulant versus anti-platelet treatment for blunt cerebrovascular injury: a nationwide database analysis
Outcomes of Contemporary Management of Peripheral Venous Aneurysms,2021,carotid stent durability: the incidence of carotid stent fracture and the associated implications
30-Year Experience with Aneurysms of the Superior Mesenteric Artery and Its Branches,2021,risk of reintervention is lower for carotid endarterectomy than carotid artery stenting
Coffee Break,2021,impact of head and neck radiation on long term outcomes after carotid revascularization
Timing to Carotid Endarterectomy Affects Early and Long Term Outcomes of Symptomatic Carotid Stenosis,2021,natural history of internal carotid artery stenosis progression
S2: Plenary Session 2,2021,multi-center experience with intravascular lithotripsy for treatment of severe calcification during tcar for high-risk patients
The Natural History and Stroke Risk of Carotid Artery Occlusion,2021,the endothelial cell is the superhero of the vascular system
Expansion of Transcarotid Artery Revascularization to Standard Risk Patients for Treatment of Carotid Artery Stenosis,2021,explant of an embolized left atrial appendage occlusion device
Transcarotid Artery Revascularization and Carotid Endarterectomy Have Similar Superior Perioperative Outcomes Compared to Transfemoral Carotid Artery Stenting Among Octogenarians in the Vascular Quality Initiative,2021,"the state and future of our specialty - extending, repairing and maintaining the vascular surgery pipeline"
Plaque Contact Surface Area and Flow Lumen Volume Predict Stroke Risk in Extracranial Carotid Artery Stenosis,2021,"embolization for vascular surgeons: techniques, tips and tricks"
Left Subclavian to Right Carotid Artery Retropharyngeal Bypass,2021,deep venous thrombosis interventions: who do we treat and why?
Multi-institutional Patterns of Clopidogrel Response Among Patients Undergoing Transcarotid Artery Revascularization,2021,deep venous thrombectomy therapeutic options: so many options
Civilian Upper Extremity Vascular Injuries: An National Trauma Data Bank Study,2021,aggressive thrombus removal: tips and tricks
Vascular Surgeon Perspective,2021,ivc thrombosis: what works?
Interventional Cardiologist Perspective,2021,best resident dvt case study: management of lower extremity deep vein thrombosis using ultrasound-accelerated thrombolysis and aspiration thrombectomy in a pediatric patient with inferior vena cava atresia
Interventional Radiologist Perspective,2021,transition to retirement: what i wish i would have known
Interventional Vascular Medicine Perspective,2021,"member perspectives on advocacy - myths, facts and reasons why all svs members should engage"
Aneurysm Sac Regression and Survival After Fenestrated-Branched Endovascular Aortic Repair (F-BEVAR),2021,malperfusion syndromes and atbad: petticoat or stabilise?
Aortic Coverage Above the Celiac Artery and Risk Factors for Spinal Cord Ischemia After Fenestrated and Branched Endovascular Aneurysm Aortic Repair (F-BEVAR),2021,intramural hematoma of the aorta and how it differs from classic tbad
Balloon Dilation Strategy Does Not Affect Outcomes for Transcarotid Artery Revascularization (TCAR) in Prospective Trials,2021,uncomplicated tbad: what is the evidence basis for high risk features?
The Degree of Carotid Artery Stenosis Affects the Perioperative Stroke Rate in Symptomatic Patients Undergoing Carotid Intervention,2021,panel discussion
Role of Renin-Angiotensin-Aldosterone-System Inhibition in Patients Undergoing Carotid Revascularization,2021,open hybrid repair of ctbad: the best of both worlds?
Safety of Non-operative Management of Carotid Body Tumors,2021,management of intraoperative complications in f/bevar for ctbad
Predictive Accuracy of the American College of Surgeons Risk Calculator in Vascular Surgery Patients Undergoing Major Lower Extremity Amputation,2021,long-term false lumen management: omt or reintervention?
Opioid Sparing Effects of the Bupivacaine Pleural Catheter in Surgical Decompression of the Thoracic Outlet,2021,improving quality without sacrificing reimbursement: is your practice ready?
Factors Contributing to Attrition in Vascular Surgery Residency,2021,improving quality without sacrificing reimbursement: is your practice ready?
Virtual Simulation of Intra-operative Decision-Making for Open Abdominal Aortic Aneurysm Repair: A Mixed Methods Analysis,2021,impact to a vascular surgeon’s practice: using advanced therapy to achieve better outcomes
Utility of Intraprocedural Cross-sectional Imaging in the Treatment of Low Flow Vascular Malformations,2021,implementing a new model of vascular workflow: the next gen vascular wound center
Risk of Deep Venous Thrombosis with the Use of Foamed Sclerosant for Symptomatic Superficial Venous Insufficiency,2021,case study: diabetic foot ulcer management using diagnostic conventional and new imaging modalities in assessing microperfusion
Effects of Preoperative Imaging and Provocative Investigations on Outcomes in Patients Undergoing Median Arcuate Ligament Release,2021,case study: improving clinical acumen of assessing infection of venous leg ulcer
Embolic Protection Devices Are Not Associated with Improved Outcomes of Atherectomy for Lower Extremity Revascularization,2021,case study: lower extremity phlebolymphedema and leg ulcer
Radial Artery Access for Peripheral Vascular Interventions Is a Safe Alternative to Brachial Artery Access,2021,expanding the vascular surgeons toolbox: bringing vascular wound research to your practice
Time Is Tissue: Outcomes After Implementation of an Interdisciplinary Integrated “hot Foot Line” and Limb Preservation Service,2021,registered physician vascular interpretation exam review - session 1: ultrasound physics and vascular test interpretation
The Differential Impact of Medicaid Expansion on Racial Disparities Following Peripheral Vascular Intervention,2021,open thoracoabdominal aortic aneurysm repair: does chronic dissection differ from aneurysm?
Multidisciplinary Extremity Preservation Program Improves Quality of Life for Patients with Advanced Limb Threat,2021,outcomes of primary determinate and indeterminate target vessel endoleaks after fenestrated-branched endovascular aortic repair
Predictors of Radiocephalic Arteriovenous Fistula Outcomes: First Look into the PATENCY-1 and PATENCY-2 Randomized Controlled Trials,2021,"natural history of infrarenal aortic ectasia within a large, regional integrated health network"
Brachial Artery Revascularization for Trauma: 18 Year Single Center Experience,2021,persistent thrombocytopenia indicates endoleak after complex endovascular aneurysm repair
Aortic Healing Appears to Occur Rapidly After Stent Graft Placement for Blunt Thoracic Aortic Injury,2021,primary aortic endograft infections have worse outcomes compared to infections involving aortic surgical grafts or primary mycotic aortic infections
Long-term Outcomes of Isolated Thoracic Aortic Replacement in Congenital versus Degenerative Aortopathy in a 15-year Institutional Cohort,2021,general anesthesia does not increase mortality and morbidity in high-risk patients undergoing carotid endarterectomy
Outcomes of Thoracic Endovascular Aortic Repair for Uncomplicated Type B Dissections Based upon Chronicity,2021,mid-term results of the carotid asymptomatic stenosis observational study
Initial Dissection Flap Morphology Appears to Affect False Lumen Size and Visceral Vessel Involvement,2021,perioperative outcomes after carotid revascularization in asian patients varies with asian procedure density
Morbidity and Mortality Associated with Open Repair of Visceral Aneurysms,2021,evaluation of plavix resistance and its role in predicting stent thrombosis in transcarotid artery revascularization
Impact of the Veterans Affairs National Abdominal Aortic Screening Program,2021,perioperative systemic complications and adverse events in the best-cli trial
Current Status of JVS and Future Directions of Medical Publishing,2021,removal of intracaval and intracardiac leiomyoma in a 49-year-old female
C1: Evolution and Transformation of the Journal of Vascular Surgery (JVS) Journals,2021,what do svs 2021 and esvs 2023 guidelines tell us about symptomatic carotid disease?
DEI in Scientific Journals,2021,debate: trans-femoral cas with distal embolic protection or proximal balloon occlusion is preferable to tcar for acutely symptomatic carotid disease
JVS-Vascular Science: Why a New Journal?,2021,debate: not so - tcar is ready for symptomatic disease
"Reporting Standards, Practice Guidelines and AUC: Core Publications",2021,how can vascular surgeons position ourselves within stroke organizations?
Registry Papers: Why Do We Publish So Many?,2021,when is medical therapy alone necessary?
COVID-19 and Vascular Disease in the JVS,2021,embolic stroke unknown source (esus) and carotid web etiology of ischemic stroke
Comparison of Outcomes in Lower Limb Amputations Between General and Vascular Surgeons in the Veterans Population Using VASQIP Database,2021,how does carotid plaque imaging help in the decision-making in acute strokes?
IF: International Forum,2021,carotid interventions in women: what do trials leave out and what techniques are important?
Biodegradable Drug Eluting Nanofiber Loaded Vascular Graft,2021,tevar for btai: what do we know that we didn’t five years ago?
Optimal Medical Management Does Not Benefit Patients with Chronic Kidney Disease (IV/V) and High Grade Carotid Artery Stenosis,2021,principles of blunt arterial injury management
International Variations and Sex Disparities in the Treatment of Peripheral Arterial Occlusive Disease: A Report from VASCUNET and the International Consortium of Vascular Registries,2021,endo or open? controversies in peripheral arterial vascular injuries
Long Term Results of Stem Cell Therapy for Acute and Chronic Limb Ischemia,2021,vascular trauma conduits: beyond vein and ptfe
Ten-Year Age-stratified Survival Following Endovascular and Open Abdominal Aortic Aneurysm Repair,2021,creative deployment of stent grafts in trauma
Impact of COVID-19 on Patients Scheduled for Aortic Surgery,2021,peripheral venous trauma: when to ligate and when to repair
Intracranial Hemorrhage After Endovascular Repair of Thoraco-abdominal Aortic Aneurysm,2021,injuries to the inferior vena cava and iliac veins
Prevalence and Management of Coronary Artery Disease in Patients with Asymptomatic Bilateral Carotid Stenosis,2021,small abdominal aortic aneurysms under surveillance in the over 80s – a step too far?
Geometrical Determinants of Bridging Stent Instability After Fenestrated Endovascular Aortic Repair,2021,complications of carotid interventions for symptomatic lesions after systemic thrombolysis
Recruitment and Outcome Reporting for Women and Minorities in Stent Device Development Trials for Endovascular Abdominal Aortic Aneurysm Repair,2021,association between heart failure and arteriovenous fistula patency in patients with end-stage renal disease on hemodialysis
Platelet Depletion After TAAA Endovascular Treatment: A Relevant Underestimated Event,2021,aortic stiffness and cardiac modification after open or endovascular aortic treatment: preliminary results of a single-centre prospective cohort study
"A1: Explanting Endografts: When, Why, How?",2021,assessment of pre- and post-operative cognitive performance in asymptomatic patients undergoing carotid endarterectomy: a pilot study
Indications for Endograft Explant & Surgical Approach,2021,carotid endarterectomy in octogenarians
Explantation for Infection and Approach to Reconstruction,2021,relationship of mobbing and burnout in vascular surgeons
Initial Medical Stabilization Followed by Endovascular Repair Leads to Optimal Midterm Outcome for Treatment of Aortic Arch Pathologies Associated with Retrograde Type a Intramural Hematoma,2021,use of intravascular ultrasound for the technical assessment of covered endovascular reconstruction of the aortic bifurcation
Very Long-Term Outcomes of Abdominal Aortic Repair Using a Mini-Laparotomy Approach,2021,open bypass is superior to endovascular revascularization in patients undergoing reintervention for chronic limb threatening ischemia using a medicare-linked database
The Persistent Publication Glass Ceiling: An Analysis of Female Authorship Trend in Vascular Surgery,2021,aneurysm-sac dynamics and mid-term outcomes following fenestrated endovascular aneurysm repair after previous endovascular aneurysm repair
Medium-term Outcomes of Double Fenestrated Physician-modified Stent-grafts for Total Aortic Arch Repair,2021,what specific factors has the medicaid expansion influenced or affected regarding the management and surgical outcomes of patients with peripheral arterial disease?
Long-Term Comparison Between Open and Endovascular Repair as Treatment Options for Inflammatory Abdominal Aortic Aneurysms,2021,"smartphone-based infrared thermography as an option for evaluating the treatment effect of revascularization procedure in patients with peripheral arterial disease, a prospective study"
Elevated D-Dimer and Outcomes in Hospitalized COVID-19 Patients,2021,"impact of abdominal aortic aneurysm sac shrinkage on all-cause survival and long-term sac behavior, up to five years after endovascular aortic repair with a low-profile device"
Comparison of Drug Eluting Stent versus Drug Coated Balloon for Peripheral Artery Diseases of Lower Limbs Using Meta-analysis,2021,registered physician vascular interpretation exam review - session 2: ultrasound physics and vascular test interpretation
A Modern Series of Carotid Endarterectomy for Symptomatic Carotid Stenosis,2021,reported pain at work is a risk factor for vascular surgery trainee burnout
Impact of COVID-19 on Patients Undergoing Scheduled Hemodialysis Operations,2021,the addition of a leaded arm sleeve to leaded aprons further decreases operator upper outer quadrant chest wall dose during fluoroscopically guided interventions
Fenestrated EVAR Promotes Positive Infrarenal Neck Remodeling Leading to Greater Sac Shrinkage Compared to EVAR,2021,long term value in open and endovascular repair of chronic mesenteric ischemia
The Long-term Outcomes of Catheter-directed Ultrasound Assisted Thrombolysis (CDUAT) in Pulmonary Embolism on Chronic Thromboembolic Pulmonary Hypertension,2021,designing an av fistula study based on lessons from access – a phase 3 us multicenter randomized controlled hemodialysis access trial
Open Repair of Thoracoabdominal Aortic Aneurysms with a Four-branched Graft,2021,durability of percutaneous bypass for treatment of femoropopliteal disease: two-year outcomes of the detour-2 study
Defining and Demonstrating the Value of Vascular Surgeons to Our Hospitals and Communities,2021,elective peripheral vascular intervention in the smoking claudicant
"Branding Ourselves, Differentiating Our Specialty, and Marketing Our Practices",2021,cost of open and endovascular infrainguinal lower extremity revascularization for clti in the medicare population
How to Succeed in Competitive Environments and Ensure Optimal Care for Vascular Patients,2021,completion of supervised exercise therapy improves outcomes for patients with intermittent claudication: propensity score-matched analysis of 7-year outcomes
Virtual Venous Education in 2021,2021,risk factors for stroke in penetrating cerebrovascular injuries
Special Session: Bringing What’s New in Venous to You!,2021,sartorius myoplasty for exposed composite graft in the groin
CEAP Classification: Important Updates,2021,gender differences in perceptions and attitudes towards vascular surgery among prospective preclinical medical students
Venous Stenting: Tips and Tricks,2021,"industry evening symposia session 2 - reducing surgical site complications: innovative techniques and technologies, sponsored by 3m"
Venous Thrombectomy: What Works?,2021,china chapter: a biomaterial-based therapy for lower limb ischemia using sr/si bioactive hydrogel by inhibiting skeletal muscle necrosis and enhancing angiogenesis
Venous Valves,2021,"taiwan chapter: the outcomes of early uncomplicated, high-risk and complicated type b aortic dissection in the era of endovascular treatment in a medical center of taiwan"
New AVF Appropriate Use Criteria,2021,brazil chapter: 3d printing in vascular - what tools and applications do we have in natal?
Best Practice for Peri-Operative Management of Antiplatelets and Anticoagulants,2021,colombia chapter: characterization of the factors associated with the repair of abdominal aortic aneurysm and myocardial revascularization at the same surgical time (at the cardioinfantil foundation institute of cardiology between the period 2006 and 2021)
Complications Related to Open Abdominal Aortic Aneurysm Repair: Avoidance and Management of Major Venous Injuries,2021,italy chapter: outcome analysis of speed gate cannulation during standard evar - a propensity score
Complications Related to Dialysis Access: How to Prevent and Manage Steal Syndrome,2021,poland chapter: therapeutic alternatives in treatment of ia endoleak after evar
Complications Related to Superficial Venous Interventions: Do We Care about eHIT and How to Prevent DVT?,2021,japan chapter: nationwide analysis of the association between persistent type ii endoleak and late outcomes of endovascular abdominal aortic aneurysm repair and current status of preventing measures in japan
Complications Related to Carotid Endarterectomy: How to Prevent and Manage Acute Thrombotic Complications,2021,mexico chapter: do millennials have different needs for continuous medical education than generation x and baby boomers?
Complications Related to Transcarotid Revascularization (TCAR): How to Avoid and Manage Access-related and Neurogenic Complications,2021,"translating the ivus expert consensus to real world procedural use, sponsored by philips"
