Title,Year,Standardized Title
Contemporary Multi-modal Surgical Therapy Allows for Durable Healing of Venous Stasis Ulceration,2023,contemporary multi-modal surgical therapy allows for durable healing of venous stasis ulceration
NIH Funding Among Vascular Surgeons is Rare and Aligns Poorly with Society for Vascular Surgery Priorities,2023,nih funding among vascular surgeons is rare and aligns poorly with society for vascular surgery priorities
Real World Application of WIfI Scores in Chronic Limb Threatening Ischemia Patients,2023,real world application of wifi scores in chronic limb threatening ischemia patients
Current Medicare Reimbursement for Complex Endovascular Aortic Repair is Inadequate Based on Results from a Multi-Institutional Cost Analysis,2023,current medicare reimbursement for complex endovascular aortic repair is inadequate based on results from a multi-institutional cost analysis
Clinical Outcomes of AcuteAortic Thrombi and COVID 19,2022,clinical outcomes of acuteaortic thrombi and covid 19
Role of sarcopenia and risk assessment for patients undergoing thoracoabdominal aortic surgery,2022,role of sarcopenia and risk assessment for patients undergoing thoracoabdominal aortic surgery
Operative Autonomy: Assessing resident impact on surgical outcomes in arteriovenous fistula creation in the VA Health Care System,2022,operative autonomy: assessing resident impact on surgical outcomes in arteriovenous fistula creation in the va health care system
Impact of chronic kidney disease and end stage renal disease on outcomes after Endovascular and Open Infrarenal Abdominal Aortic Aneurysm repair,2022,impact of chronic kidney disease and end stage renal disease on outcomes after endovascular and open infrarenal abdominal aortic aneurysm repair
Trends and Outcomes in Management of Pediatric Thoracic Aortic Injury using Age Stratified Data from the National Trauma Data Bank,2022,trends and outcomes in management of pediatric thoracic aortic injury using age stratified data from the national trauma data bank
Renal Artery Stenosis Impacts Postoperative Complications after Major Vascular Surgery,2022,renal artery stenosis impacts postoperative complications after major vascular surgery
Physician-Modified Versus Custom-Manufactured Fenestrated-Branched Endografts In The Treatment Of Thoracoabominal and Pararenal Aneurysms: A VQI-Medicare Analysis,2022,physician-modified versus custom-manufactured fenestrated-branched endografts in the treatment of thoracoabominal and pararenal aneurysms: a vqi-medicare analysis
Operative Autonomy: Assessing resident impact on surgical outcomes in below the knee amputations,2022,operative autonomy: assessing resident impact on surgical outcomes in below the knee amputations
The association between device type and type IIIb endoleaks following TEVAR,2022,the association between device type and type iiib endoleaks following tevar
Undiagnosed Neuropathy Among Patients Presenting For Evaluation and Treatment of Peripheral Artery Disease.,2022,undiagnosed neuropathy among patients presenting for evaluation and treatment of peripheral artery disease.
Outcomes Of Fenestrated And Branched Endovascular Repair Are Driven By Aneurysm Extent,2022,outcomes of fenestrated and branched endovascular repair are driven by aneurysm extent
"WIFI,GLASS, and Ambulatory Status Predicts Level of Amputationin aHigh-RiskPopulation in Chronic Limb-Threatening Ischemia",2022,"wifi,glass, and ambulatory status predicts level of amputationin ahigh-riskpopulation in chronic limb-threatening ischemia"
Female Physician Representation In Vascular Surgery Audio and Visual Education Materials,2022,female physician representation in vascular surgery audio and visual education materials
30-Day Perioperative And 1 Year Clinical Outcome Of Transcarotid Artery Revascularization In 100 Consecutive Patients: A Single-Center Experience,2022,30-day perioperative and 1 year clinical outcome of transcarotid artery revascularization in 100 consecutive patients: a single-center experience
Diagnostic Accuracy Of Fdg Pet For The Identification Of Vascular Graft Infection,2022,diagnostic accuracy of fdg pet for the identification of vascular graft infection
The Diagnosis Of Vascular Graft Infection Using The Management Aortic Graft Infection Collaboration (Magic) Criteria: A Retrospective Validation Study,2022,the diagnosis of vascular graft infection using the management aortic graft infection collaboration (magic) criteria: a retrospective validation study
Comparison Of Academic Productivity Between American And International Medical Graduate Vascular Surgeons,2022,comparison of academic productivity between american and international medical graduate vascular surgeons
Mortality With Use Of Paclitaxel-Eluting Stents Is Not Associated With Treatment Length Or Drug-Dosage: A Five-Year Real-World Experience,2022,mortality with use of paclitaxel-eluting stents is not associated with treatment length or drug-dosage: a five-year real-world experience
Impact Of Dual Antiplatelet Therapy On Long Term Outcomes Of Complete Internal Carotid Artery Occlusion In A Veteran Cohort,2022,impact of dual antiplatelet therapy on long term outcomes of complete internal carotid artery occlusion in a veteran cohort
"Occurrence, Predictors, And Management Of Late Vascular Complications Following Extracorporeal Membrane Oxygenation",2022,"occurrence, predictors, and management of late vascular complications following extracorporeal membrane oxygenation"
Common Femoral To Iliac Artery Ratio Predicts Type Ib Endoleak In Patients Undergoing Endovascular Aneurysm Repair (Evar),2022,common femoral to iliac artery ratio predicts type ib endoleak in patients undergoing endovascular aneurysm repair (evar)
Complex Hybrid Repair Of A Large Descending Thoracic Aortic Aneurysm With Concomitant Diverticulum Of Kommerell And Chronic Type B Aortic Dissection,2022,complex hybrid repair of a large descending thoracic aortic aneurysm with concomitant diverticulum of kommerell and chronic type b aortic dissection
"Developments In Arteriovenous Malformation Models, Biomarkers, And Interventional Approaches",2022,"developments in arteriovenous malformation models, biomarkers, and interventional approaches"
Relationship Of Pedal Acceleration Time (Pat) With Angiographic Findings,2022,relationship of pedal acceleration time (pat) with angiographic findings
Excellent Results Seen In Both Transaxillary And Infraclavicular Approach To First Rib Resection In Patients With Subclavian Vein Thrombosis,2022,excellent results seen in both transaxillary and infraclavicular approach to first rib resection in patients with subclavian vein thrombosis
"Boney Abnormalities Cause Arterial, Venous, And/Or Neurogenic Thoracic Outlet Syndrome",2022,"boney abnormalities cause arterial, venous, and/or neurogenic thoracic outlet syndrome"
Racial Disparities In The Incidence Of Deep Venous Thrombosis And Pulmonary Embolism In Covid-19 Hospitalized Patients,2022,racial disparities in the incidence of deep venous thrombosis and pulmonary embolism in covid-19 hospitalized patients
Mechanical Effects Of Aspirin On Clot Formation,2022,mechanical effects of aspirin on clot formation
Comparing Patency Rates Of Arteriovenous Dialysis Access Following Percutaneous Thrombectomy Using Various Catheter Directed Therapies,2022,comparing patency rates of arteriovenous dialysis access following percutaneous thrombectomy using various catheter directed therapies
Postoperative Outcomes In Patients With Hostile Neck Anatomy Undergoing Transcarotid Artery Revascularization,2022,postoperative outcomes in patients with hostile neck anatomy undergoing transcarotid artery revascularization
Visual Factors During Patient Transfer Correlate With Objective Measures Of Operative Risk In Preoperative Risk Assessment,2022,visual factors during patient transfer correlate with objective measures of operative risk in preoperative risk assessment
Consistency Of Surgical Instrument Usage In Vascular Surgery Procedures Across Multiple Facilities Demonstrates Feasibility Of Predictive Analytics In The Creation Of Streamlined Trays,2022,consistency of surgical instrument usage in vascular surgery procedures across multiple facilities demonstrates feasibility of predictive analytics in the creation of streamlined trays
"Evaluation Of A Wearable Device For Continuous, Non-Invasive Monitoring Of Hematocrit Levels In Hemodialysis Patients",2022,"evaluation of a wearable device for continuous, non-invasive monitoring of hematocrit levels in hemodialysis patients"
Frequence Of Follow-Up Visits And Outcomes After Fenestrated-Branched Endovascular Aortic Repair (F-Bevar),2022,frequence of follow-up visits and outcomes after fenestrated-branched endovascular aortic repair (f-bevar)
Current Transthoracic Supra-Aortic Trunk Surgical Reconstruction Has Similar 30-Day Cardiovascular Outcomes To Extra-Anatomic Revascularization But With Higher Morbidity Burden,2022,current transthoracic supra-aortic trunk surgical reconstruction has similar 30-day cardiovascular outcomes to extra-anatomic revascularization but with higher morbidity burden
Correlation Between Degree Of Calcium Scoring And Abdominal Aortic Aneurysm Endovascular Repair Outcomes,2022,correlation between degree of calcium scoring and abdominal aortic aneurysm endovascular repair outcomes
Endovascular Treatment Of Iliac Artery Stenosis Proximal To Renal Allografts,2022,endovascular treatment of iliac artery stenosis proximal to renal allografts
New Imaging Technology System Reduces Patient Radiation Dose During Peripheral Arterial Endovascular Interventions,2022,new imaging technology system reduces patient radiation dose during peripheral arterial endovascular interventions
Impact Of Chronic Kidney Disease And End Stage Renal Disease On Outcomes After Complex Endovascular And Open Aortic Aneurysm Repair,2022,impact of chronic kidney disease and end stage renal disease on outcomes after complex endovascular and open aortic aneurysm repair
Midterm Results After Endovascular Repair Of Complex Aortic Aneurysms Using Inverted Limb Bifurcated Devices,2022,midterm results after endovascular repair of complex aortic aneurysms using inverted limb bifurcated devices
General And Disease-Specific Factors Associated With Patient-Reported Outcomes Among Patients With Peripheral Artery Disease: Key Considerations For Understanding Minimum Important Improvement And Defining Success In Clinical Registries,2022,general and disease-specific factors associated with patient-reported outcomes among patients with peripheral artery disease: key considerations for understanding minimum important improvement and defining success in clinical registries
Undocumented Immigrants With Esrd Experience A Significant Delay For Arteriovenous Access Creation Compared To Documented Patients,2022,undocumented immigrants with esrd experience a significant delay for arteriovenous access creation compared to documented patients
Intra-Operative Assessment Of Hemodynamics During Retrograde Pedal Access Revascularization,2022,intra-operative assessment of hemodynamics during retrograde pedal access revascularization
Comparison Of Physician Modified Endovascular Grafts With A Zfen Platform To Non-Zfen Physician Modified Endovascular Grafts And Non-Zfen Commercially Manufactured Devices For Repair Of Complex Aortic Aneurysms,2022,comparison of physician modified endovascular grafts with a zfen platform to non-zfen physician modified endovascular grafts and non-zfen commercially manufactured devices for repair of complex aortic aneurysms
Robotic Vascular Surgery,2022,robotic vascular surgery
Outcomes Of Open And Endovascular Repair Of Popliteal Artery Aneurysm,2022,outcomes of open and endovascular repair of popliteal artery aneurysm
Novel Radiation Protection System Provides Significant Reduction In Radiation Dose To The Head And Eyes Of Interventionalists During Real-Time Patient Procedures,2022,novel radiation protection system provides significant reduction in radiation dose to the head and eyes of interventionalists during real-time patient procedures
Using Intraoperative Tissue Perfusion Assessment To Identify Areas At Risk For Complication In Lower Extremity Major Amputations,2022,using intraoperative tissue perfusion assessment to identify areas at risk for complication in lower extremity major amputations
Commercial Negative Pressure Wound Therapy Vs Novel Non-Commercial Wound Therapy For Vascular Surgery Incisions,2022,commercial negative pressure wound therapy vs novel non-commercial wound therapy for vascular surgery incisions
The Intersection Of Race And Sex: An Overlooked Aspect In Diversity Recruitment,2022,the intersection of race and sex: an overlooked aspect in diversity recruitment
Does The Blood Flow Restricted Training With Cooling Influence The Acute Angiogenic And Endothelial Response?,2022,does the blood flow restricted training with cooling influence the acute angiogenic and endothelial response?
Increased Ascending Aortic Length Might Be Associated With Increased Risk For Retrograde Type A Dissection After Tevar,2022,increased ascending aortic length might be associated with increased risk for retrograde type a dissection after tevar
Impact And Predictors Of Acute Kidney Injury After Endovascular Aneurysm Repair,2022,impact and predictors of acute kidney injury after endovascular aneurysm repair
Lower Leg Radiation Dose To Vascular Surgeons During Fluoroscopically Guided Interventions Is Effectively Reduced By Wearing Leg Wraps,2022,lower leg radiation dose to vascular surgeons during fluoroscopically guided interventions is effectively reduced by wearing leg wraps
Drastic Increase in Hospital Labor Costs During the COVID-19 Pandemic Leads to Sustained Financial Loss for an Academic Vascular Surgery Division,2022,drastic increase in hospital labor costs during the covid-19 pandemic leads to sustained financial loss for an academic vascular surgery division
Vascular Surgery is the Most Commonly Consulted Specialty for Emergent Operative Trauma,2022,vascular surgery is the most commonly consulted specialty for emergent operative trauma
Index Atherectomy Peripheral Vascular Interventions Performed for Claudication are Associated with More Reinterventions than Non-Atherectomy Procedures,2022,index atherectomy peripheral vascular interventions performed for claudication are associated with more reinterventions than non-atherectomy procedures
Variability and Outcomes of Medical and Lifestyle Management of Peripheral Arterial Disease at the Time of Lower Extremity Bypass,2022,variability and outcomes of medical and lifestyle management of peripheral arterial disease at the time of lower extremity bypass
Mortality Differences in Complex Endovascular Repair of Thoracoabdominal Aneurysms in the VQI and Aortic Research Consortium,2022,mortality differences in complex endovascular repair of thoracoabdominal aneurysms in the vqi and aortic research consortium
Neurologic Outcomes of Carotid and Other Emergent Interventions for Ischemic Stroke over Six Years with Analysis Enhanced by Machine Learning,2022,neurologic outcomes of carotid and other emergent interventions for ischemic stroke over six years with analysis enhanced by machine learning
Accuracy and Utility of Intraoperative Contrast-Enhanced Ultrasound (CEUS) After Complex Endovascular Aortic Aneurysm Repair,2022,accuracy and utility of intraoperative contrast-enhanced ultrasound (ceus) after complex endovascular aortic aneurysm repair
Impact of Flow Reversal Duration On Neurological Outcomes Of Transcarotid Artery Revascularization (TCAR),2022,impact of flow reversal duration on neurological outcomes of transcarotid artery revascularization (tcar)
Effect of Timing of TEVAR after Type B Aortic Dissection in the SVS VQI Post approval Project for Dissection,2022,effect of timing of tevar after type b aortic dissection in the svs vqi post approval project for dissection
Impact Bilateral Carotid Body Tumor Resection in the Carotid Baroreceptor Function,2022,impact bilateral carotid body tumor resection in the carotid baroreceptor function
National Treatment Patterns and Outcomes in Patients with End-stage RenalDisease and Chronic Limb-Threatening Ischemia,2022,national treatment patterns and outcomes in patients with end-stage renaldisease and chronic limb-threatening ischemia
Publish and Flourish: How to Write a Great Paper and Have it Accepted in the Journal of Vascular Surgery,2022,publish and flourish: how to write a great paper and have it accepted in the journal of vascular surgery
Carotid Lesion Length Independently Predicts Stroke and Death After TransCarotid Artery Revascularization and TransFemoral Carotid Artery Stenting,2022,carotid lesion length independently predicts stroke and death after transcarotid artery revascularization and transfemoral carotid artery stenting
Contrast Induced Acute Kidney Injury in High-Risk patients undergoing Peripheral Vascular Interventions,2022,contrast induced acute kidney injury in high-risk patients undergoing peripheral vascular interventions
Asymptomatic Patients With a Remote History of Transient Ischemic Attack or Stroke May Benefit From Reduced Hazard of In-hospital Death After Transcarotid Artery Revascularization,2022,asymptomatic patients with a remote history of transient ischemic attack or stroke may benefit from reduced hazard of in-hospital death after transcarotid artery revascularization
The Inside Out Technique is Safe and Effective in Thoracic Central Venous Obstruction,2022,the inside out technique is safe and effective in thoracic central venous obstruction
Incidence of Venous Thromboembolism in Patients with Peripheral Arterial Disease after Endovascular Intervention,2022,incidence of venous thromboembolism in patients with peripheral arterial disease after endovascular intervention
Single-center experience with the femoral-to-brachial preloaded delivery system for fenestrated-branched endovascular repair of complex aortic aneurysms,2022,single-center experience with the femoral-to-brachial preloaded delivery system for fenestrated-branched endovascular repair of complex aortic aneurysms
Caged Knickerbocker: A Novel Modification to Targeted False Lumen Management in Complex Aortic Dissection,2022,caged knickerbocker: a novel modification to targeted false lumen management in complex aortic dissection
10-Year Outcomes for Hybrid Aortic Arch Repair,2022,10-year outcomes for hybrid aortic arch repair
Impact of Patient and Procedural Factors on Outcomes of Patients Undergoing Mesenteric Bypass,2022,impact of patient and procedural factors on outcomes of patients undergoing mesenteric bypass
Outcomes Of Gracilis And Sartorius Muscle Flap In Vascular Groin Complications,2022,outcomes of gracilis and sartorius muscle flap in vascular groin complications
Association of Variant Aortic Arch Anatomy with Aortic Dissections and Thoracic Aortic Aneurysms,2022,association of variant aortic arch anatomy with aortic dissections and thoracic aortic aneurysms
Renal Artery Aneurysms Are Primarily Treated In The Non-Elective Setting,2022,renal artery aneurysms are primarily treated in the non-elective setting
"The Vascular Surgeon: What is ""The Right Stuff""?",2022,"the vascular surgeon: what is ""the right stuff""?"
Influence of Renal Insufficiency on Mitochondrial Bioenergetics and Limb Dysfunction in a Novel Murine Iliac Arteriovenous Fistula Model,2022,influence of renal insufficiency on mitochondrial bioenergetics and limb dysfunction in a novel murine iliac arteriovenous fistula model
Structured Exercise Therapy Builds Muscle Strength in Porcine Model of Peripheral Artery Disease,2022,structured exercise therapy builds muscle strength in porcine model of peripheral artery disease
Intra-arterial Delivery of Mesenchymal Stem Cells Following Balloon Angioplasty,2022,intra-arterial delivery of mesenchymal stem cells following balloon angioplasty
Repair of Aberrant Right Subclavian Artery Causing Dysphagia Using a Hybrid Approach,2022,repair of aberrant right subclavian artery causing dysphagia using a hybrid approach
Endovascular Aortic Arch repair with physician modified endograft (PMEG) device,2022,endovascular aortic arch repair with physician modified endograft (pmeg) device
"Modified ""Candy-Plug"" Technique for False Lumen Embolization in Chronic Type B Aortic Dissection",2022,"modified ""candy-plug"" technique for false lumen embolization in chronic type b aortic dissection"
Technique for Transcarotid Artery Revascularization (TCAR): How We Do It,2022,technique for transcarotid artery revascularization (tcar): how we do it
Hypogastric Artery Thrombectomy for Spinal Cord Ischemia Following Fenestrated Endovascular Aortic Repair,2022,hypogastric artery thrombectomy for spinal cord ischemia following fenestrated endovascular aortic repair
Extra-anatomic cerebrovascular aortic debranching for severely symptomatic Takayasu's arteritis,2022,extra-anatomic cerebrovascular aortic debranching for severely symptomatic takayasu's arteritis
The Endovascular Management of a Ruptured Suprarenal Abdominal Aortic Aneurysm (SAAA) Utilizing Antegrade In-Situ Laser Fenestration at a Community Hospital,2022,the endovascular management of a ruptured suprarenal abdominal aortic aneurysm (saaa) utilizing antegrade in-situ laser fenestration at a community hospital
Vertebral Artery Transection With Pseudoaneurysm And Arteriovenous Fistula Requiring Antegrade And Retrograde Embolization,2022,vertebral artery transection with pseudoaneurysm and arteriovenous fistula requiring antegrade and retrograde embolization
Hybrid Iliofemoral Venous Bypass and Stenting for Post Thrombotic Syndrome,2022,hybrid iliofemoral venous bypass and stenting for post thrombotic syndrome
An Unusual Case of Portal Hypertension Secondary to a Traumatic Arteriovenous Fistula in a Patient with an Associated Celiac Artery Aneurysm,2022,an unusual case of portal hypertension secondary to a traumatic arteriovenous fistula in a patient with an associated celiac artery aneurysm
Elective Surgery Shutdown due to CoVID-19 Did Not Decrease Vascular Integrated Resident Nor Vascular Fellow Operative Experience,2022,elective surgery shutdown due to covid-19 did not decrease vascular integrated resident nor vascular fellow operative experience
Outcomes Of A Limb Sparing Approach To Pediatric Bone Tumors With Blood Vessel Involvement,2022,outcomes of a limb sparing approach to pediatric bone tumors with blood vessel involvement
Early Results and Feasibility of Total Endovascular Aortic Arch Repair Using Three-Vessel Company-manufactured and Physician-modified Stent-grafts,2022,early results and feasibility of total endovascular aortic arch repair using three-vessel company-manufactured and physician-modified stent-grafts
Utilization of Coronary CTA and FFR-CT to Reduce Cardiovascular Death in a Critical Limb Ischemia Cohort,2022,utilization of coronary cta and ffr-ct to reduce cardiovascular death in a critical limb ischemia cohort
Cloud-based Fusion Imaging Improves Operative Metrics during Fenestrated Endovascular Aneurysm Repair,2022,cloud-based fusion imaging improves operative metrics during fenestrated endovascular aneurysm repair
Analysis of Wound Healing Time And Wound Free Period In Patients With Chronic Limb Threatening Ischemia Treated With And Without Revascularization,2022,analysis of wound healing time and wound free period in patients with chronic limb threatening ischemia treated with and without revascularization
Vascular Surgery Role in Vascular Trauma: 11-year Analysis of Peripheral Vascular Trauma Management at a Level-1 Trauma Center,2022,vascular surgery role in vascular trauma: 11-year analysis of peripheral vascular trauma management at a level-1 trauma center
Effects of Statin and Antiplatelet Therapy on Mortality Rates in Abdominal Aortic Aneurysm Patients,2021,effects of statin and antiplatelet therapy on mortality rates in abdominal aortic aneurysm patients
Benefit of Pectoralis Minor Release in Conjunction with Thoracic Outlet Decompression for the Treatment of nTOS,2021,benefit of pectoralis minor release in conjunction with thoracic outlet decompression for the treatment of ntos
A Novel Approach To The Treatment Of Popliteal Artery Entrapment Syndrome In College Athletes,2021,a novel approach to the treatment of popliteal artery entrapment syndrome in college athletes
Type 3 Endoleaks in Complex Endovascular Abdominal Aortic Aneurysm Repair within the Vascular Quality Initiative,2021,type 3 endoleaks in complex endovascular abdominal aortic aneurysm repair within the vascular quality initiative
Effect of Smoking and Culture Rejuvenation on Mesenchymal Stem Cell Quality From Veterans with Peripheral Artery Disease and Diabetes,2021,effect of smoking and culture rejuvenation on mesenchymal stem cell quality from veterans with peripheral artery disease and diabetes
Effect of renal artery stenosis on feasibility and renal outcomes after FEVAR,2021,effect of renal artery stenosis on feasibility and renal outcomes after fevar
Variability in Proximal Neck Determination Among Vascular Surgeons,2021,variability in proximal neck determination among vascular surgeons
Using human factors to improve workflow and efficiency in the hybrid operating room,2021,using human factors to improve workflow and efficiency in the hybrid operating room
Contemporary Outcomes of Concomitant Supra-Inguinal Bypass and Infra-Inguinal Revascularization Procedures in Chronic Limb Threatening Ischemia Patients,2021,contemporary outcomes of concomitant supra-inguinal bypass and infra-inguinal revascularization procedures in chronic limb threatening ischemia patients
"Wearable Device for Continuous, Non-Invasive Monitoring of Vascular Access Health and Fluid Status in Hemodialysis Patients",2021,"wearable device for continuous, non-invasive monitoring of vascular access health and fluid status in hemodialysis patients"
Vascular Event Occurrence in COVID-19 is Associated with Increased Mortality,2021,vascular event occurrence in covid-19 is associated with increased mortality
Outcomes of EVAR Conversion in Geriatric Patients Treated at A High-Volume Aorta Center,2021,outcomes of evar conversion in geriatric patients treated at a high-volume aorta center
Outcomes of Endovascular Aortic Repair in Connective Tissue Disease Patients,2021,outcomes of endovascular aortic repair in connective tissue disease patients
Deep Venous Thrombosis and Pulmonary Emboli Among Hospitalized Coronavirus Disease 2019 (COVID-19) Positive Patients Predict Prolonged Intensive Care Unit and Hospital Stays: A Multi-Site Healthcare System Experience,2021,deep venous thrombosis and pulmonary emboli among hospitalized coronavirus disease 2019 (covid-19) positive patients predict prolonged intensive care unit and hospital stays: a multi-site healthcare system experience
Dialysis Access within a Vascular Surgery Group Practice,2021,dialysis access within a vascular surgery group practice
Tips for Success in an Outpatient Dialysis Access Center,2021,tips for success in an outpatient dialysis access center
The Case for Comprehensive Venous Disease Care by Vascular Surgeons,2021,the case for comprehensive venous disease care by vascular surgeons
Tips for Successful Multidisciplinary Venous Care,2021,tips for successful multidisciplinary venous care
Comprehensive PAD Care by Vascular Surgeons- What Are Our Strengths And Weaknesses?,2021,comprehensive pad care by vascular surgeons- what are our strengths and weaknesses?
The Vascular Surgeon's Identity Within Multidisciplinary PAD Care,2021,the vascular surgeon's identity within multidisciplinary pad care
Aortic Surgery within a Cardiovascular Center or Service Line,2021,aortic surgery within a cardiovascular center or service line
"Take Care of it or Transfer? Appropriate, Safe, and Efficient Care for Aortic Emergencies",2021,"take care of it or transfer? appropriate, safe, and efficient care for aortic emergencies"
Office-Based Lab 101,2021,office-based lab 101
"Purchase, Rent, Consign, or What? Practical Approaches to Inventory Management and Value Analysis",2021,"purchase, rent, consign, or what? practical approaches to inventory management and value analysis"
Nurse Practitioners and Physician Assistants within Vascular Surgery Practice,2021,nurse practitioners and physician assistants within vascular surgery practice
"Compensation, Advocacy, and Negotiation within Large Healthcare Systems",2021,"compensation, advocacy, and negotiation within large healthcare systems"
Diabetic Patients with Small Abdominal Aortic Aneurysms Have Slower Aneurysm Growth Without Differences in Inflammatory Markers,2021,diabetic patients with small abdominal aortic aneurysms have slower aneurysm growth without differences in inflammatory markers
The Southern Association for Vascular Surgery Mock Oral Exam Identifies Significant Knowledge Deficiencies in Open Surgical Topics,2021,the southern association for vascular surgery mock oral exam identifies significant knowledge deficiencies in open surgical topics
Female Gender is Associated with Increased Thrombus Burden within Stent Graft Following Thoracic Endovascular Aortic Repair,2021,female gender is associated with increased thrombus burden within stent graft following thoracic endovascular aortic repair
Endovascular Aortic Repair Improves One-Year Survival in Octogenarians,2021,endovascular aortic repair improves one-year survival in octogenarians
Migration of high cardiac risk patients from open to endovascular procedures is evident within the Society for Vascular Surgery Vascular Quality Initiative,2021,migration of high cardiac risk patients from open to endovascular procedures is evident within the society for vascular surgery vascular quality initiative
Machine Learning Analysis of Multispectral Imaging and Clinical Risk Factors to Predict Amputation Wound Healing,2021,machine learning analysis of multispectral imaging and clinical risk factors to predict amputation wound healing
"15-Year Trends in Participation of Women in Presentation and Leadership Positions in the Southern Association for Vascular Surgery, 2006-2020",2021,"15-year trends in participation of women in presentation and leadership positions in the southern association for vascular surgery, 2006-2020"
Perioperative Neurologic Outcomes of Right vs. Left Upper Extremity Access for Fenestrated-Branched Endovascular Aortic Repair (F-BEVAR),2021,perioperative neurologic outcomes of right vs. left upper extremity access for fenestrated-branched endovascular aortic repair (f-bevar)
Gender Trends of Authors Presenting at a Regional Vascular Surgery Meeting - Are We Missing a Unique Opportunity to Mentor?,2021,gender trends of authors presenting at a regional vascular surgery meeting - are we missing a unique opportunity to mentor?
Outcomes of Carotid Artery Stenting for Dissection Are Prohibitive,2021,outcomes of carotid artery stenting for dissection are prohibitive
Persistent Underrepresentation of Female Patients in US Trials of Common Vascular Diseases Since 2008,2021,persistent underrepresentation of female patients in us trials of common vascular diseases since 2008
Leading When Everyone is Watching,2021,leading when everyone is watching
Impact of Carotid Lesion Calcification On Outcomes After TransFemoral vs TransCarotid Artery Stenting,2021,impact of carotid lesion calcification on outcomes after transfemoral vs transcarotid artery stenting
Addition of Common Carotid Intervention Increases the Risk of Stroke and Death after Carotid Artery Stenting for Asymptomatic Patients,2021,addition of common carotid intervention increases the risk of stroke and death after carotid artery stenting for asymptomatic patients
Clopidogrel Resistance is Common in Patients Undergoing Vascular and Coronary Interventions,2021,clopidogrel resistance is common in patients undergoing vascular and coronary interventions
Non-Guideline Compliant EVAR in Women is Associated with Increased Mortality and Re-intervention Compared to Men,2021,non-guideline compliant evar in women is associated with increased mortality and re-intervention compared to men
Retrograde Type A Dissection in the Vascular Quality Initiative TEVAR for Dissection Post approval Project,2021,retrograde type a dissection in the vascular quality initiative tevar for dissection post approval project
Decreased Cases of Acute Stroke and Increased Deaths at Home in an Epicenter of the COVID-19 Pandemic,2021,decreased cases of acute stroke and increased deaths at home in an epicenter of the covid-19 pandemic
Grit Matters in Vascular Surgery,2021,grit matters in vascular surgery
Open Surgical Repair of a Right Renal Artery Aneurysm,2021,open surgical repair of a right renal artery aneurysm
Paraclavicular Thoracic Outlet Decompression and Venous Reconstruction for Paget-Schroetter Syndrome,2021,paraclavicular thoracic outlet decompression and venous reconstruction for paget-schroetter syndrome
Uses and Utilities of Intravascular Ultrasound (IVUS) during Endovascular Complex Aortic Aneurysm Repair,2021,uses and utilities of intravascular ultrasound (ivus) during endovascular complex aortic aneurysm repair
Contemporary Outcomes of Aortobifemoral Bypass with Concomitant Lower Extremity Bypass in the Vascular Quality Initiative,2021,contemporary outcomes of aortobifemoral bypass with concomitant lower extremity bypass in the vascular quality initiative
Long-Term Outcomes of Endovascular vs. Open Aneurysm Repair in the VQI-VISION Database,2021,long-term outcomes of endovascular vs. open aneurysm repair in the vqi-vision database
Cumulative Financial Impact of the COVID-19 Pandemic on an Academic Vascular Surgery Division,2021,cumulative financial impact of the covid-19 pandemic on an academic vascular surgery division
Sex Differences in Patients Undergoing Thoracic Endovascular Aortic Repair for Acute Complicated Type B Dissection,2021,sex differences in patients undergoing thoracic endovascular aortic repair for acute complicated type b dissection
Artery of Adamkiewicz Preservation During Fenestrated-Branched Endovascular Aortic Aneurysm Repair (F-BEVAR),2021,artery of adamkiewicz preservation during fenestrated-branched endovascular aortic aneurysm repair (f-bevar)
IgG4-Related Symptomatic Abdominal Aortic Aneurysm in a Patient with Known Myasthenia Gravis,2021,igg4-related symptomatic abdominal aortic aneurysm in a patient with known myasthenia gravis
Claviculectomy for Exposure and Repair of Expanding Right Subclavian Artery Aneurysm despite previous Proximal and Distal Ligation,2021,claviculectomy for exposure and repair of expanding right subclavian artery aneurysm despite previous proximal and distal ligation
Massive Internal Carotid Artery Aneurysm Rupture Repaired Using Gore Hybrid Vascular Graft,2021,massive internal carotid artery aneurysm rupture repaired using gore hybrid vascular graft
Contemporary Outcomes Of Limb-Salvage Procedures Using VQI-Medicare Linked Data: Racial And Ethnic Disparities Persist,2021,contemporary outcomes of limb-salvage procedures using vqi-medicare linked data: racial and ethnic disparities persist
Evaluation of an In Vivo Rat Carotid Artery Interposition Study to Assess Functionalized Tissue Engineered Vascular Scaffolds,2021,evaluation of an in vivo rat carotid artery interposition study to assess functionalized tissue engineered vascular scaffolds
Cost Analysis of Timing of Carotid Subclavian Revascularization in TEVAR,2021,cost analysis of timing of carotid subclavian revascularization in tevar
Role of Scalene Muscle Block in Selecting Operative Candidates Among Patients with Neurogenic Thoracic Outlet Syndrome,2021,role of scalene muscle block in selecting operative candidates among patients with neurogenic thoracic outlet syndrome
Improved Perioperative Mortality after Aorto-Enteric Fistula Repair: Lessons Learned from a 20-year Experience,2021,improved perioperative mortality after aorto-enteric fistula repair: lessons learned from a 20-year experience
